caseid,task,user,end_timestamp
19,Accepted-In Progress,Henrik-Org line A2,2009-10-27T08:42:40.000000
19,Accepted-Wait,Henrik-Org line A2,2009-10-27T08:42:49.000000
19,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:43:43.000000
19,Accepted-In Progress,Ricardo-Org line A1,2010-03-02T12:44:26.000000
19,Accepted-In Progress,Katarzyna-Org line A2,2010-03-03T07:04:11.000000
19,Accepted-Wait,Katarzyna-Org line A2,2010-06-13T20:32:03.000000
19,Accepted-Assigned,Damian-Org line A2,2011-04-11T07:12:04.000000
19,Accepted-Wait,Damian-Org line A2,2011-11-23T10:55:39.000000
19,Completed-Closed,Damian-Org line A2,2012-01-19T07:55:41.000000
20,Accepted-In Progress,Henrik-Org line A2,2009-10-30T12:49:04.000000
20,Accepted-Assigned,Henrik-Org line A2,2009-10-30T12:57:13.000000
20,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:43:50.000000
20,Accepted-In Progress,Katarzyna-Org line A2,2010-03-02T12:45:25.000000
20,Accepted-Wait,Katarzyna-Org line A2,2010-03-02T12:45:37.000000
20,Completed-Closed,Katarzyna-Org line A2,2012-03-30T08:54:30.000000
21,Accepted-In Progress,Roger-Org line A2,2009-11-04T07:07:28.000000
21,Accepted-In Progress,Roger-Org line A2,2010-03-03T14:51:55.000000
21,Accepted-Assigned,Piotr-Org line A2,2010-03-03T14:52:18.000000
21,Accepted-Assigned,Piotr-Org line A2,2010-05-24T15:04:58.000000
21,Accepted-Assigned,Henrik-Org line A2,2010-08-09T10:39:59.000000
21,Accepted-In Progress,Katarzyna-Org line A2,2012-04-02T08:18:59.000000
21,Completed-Closed,Katarzyna-Org line A2,2012-04-02T08:19:30.000000
22,Queued-Awaiting Assignment,Ingela-Org line V2,2009-11-09T15:38:14.000000
22,Accepted-In Progress,Ingela-Org line V2,2009-11-24T08:41:50.000000
22,Accepted-Wait,Ingela-Org line V2,2010-09-10T08:45:16.000000
22,Accepted-In Progress,Ingela-Org line V2,2011-03-28T09:52:46.000000
22,Accepted-Wait,Ingela-Org line V2,2012-01-04T14:53:26.000000
22,Completed-Closed,Ingela-Org line V2,2012-04-13T11:41:36.000000
23,Accepted-In Progress,Liesbet-Org line A2,2009-11-12T12:41:27.000000
23,Accepted-In Progress,Liesbet-Org line A2,2010-09-17T08:33:52.000000
23,Queued-Awaiting Assignment,Timothy-Org line A2,2010-11-12T18:22:19.000000
23,Accepted-Assigned,Ian-Org line A2,2010-11-23T14:10:22.000000
23,Accepted-Assigned,Alan-Org line A2,2011-01-07T13:55:04.000000
23,Accepted-Wait,Alan-Org line A2,2011-01-11T16:13:42.000000
23,Accepted-In Progress,Lars-Org line V11,2011-05-19T13:45:16.000000
23,Queued-Awaiting Assignment,Ibrahim-Org line A2,2011-05-19T13:49:04.000000
23,Accepted-In Progress,Ibrahim-Org line A2,2011-08-25T13:24:01.000000
23,Queued-Awaiting Assignment,Ward-Org line A2,2011-08-25T13:24:43.000000
23,Accepted-Assigned,Liesbet-Org line A2,2011-08-25T13:25:33.000000
23,Accepted-In Progress,Liesbet-Org line A2,2011-10-26T15:07:30.000000
23,Completed-Closed,Liesbet-Org line A2,2012-03-30T09:45:20.000000
24,Accepted-In Progress,Joris-Org line A2,2009-11-24T08:44:43.000000
24,Queued-Awaiting Assignment,Joris-Org line A2,2009-11-30T09:45:01.000000
24,Accepted-In Progress,Joris-Org line A2,2010-03-14T12:40:26.000000
24,Unmatched-Unmatched,Joris-Org line A2,2010-03-14T12:40:36.000000
24,Completed-Closed,Joris-Org line A2,2012-01-18T13:26:41.000000
26,Accepted-In Progress,Andre-Org line A2,2009-12-14T13:29:17.000000
26,Accepted-In Progress,Andre-Org line A2,2012-01-10T08:32:43.000000
26,Completed-Closed,Andre-Org line A2,2012-01-10T08:33:57.000000
28,Accepted-In Progress,Kenny-Org line A2,2009-12-16T19:47:26.000000
28,Accepted-In Progress,Kenny-Org line A2,2012-03-14T12:04:51.000000
28,Completed-Closed,Kenny-Org line A2,2012-03-14T12:07:29.000000
29,Accepted-In Progress,Jüri-Org line A2,2009-12-22T08:09:31.000000
29,Unmatched-Unmatched,Jüri-Org line A2,2009-12-22T08:25:22.000000
29,Completed-Closed,Jüri-Org line A2,2012-02-01T11:38:06.000000
30,Accepted-Wait,Jüri-Org line A2,2009-12-22T09:56:03.000000
30,Accepted-In Progress,Jüri-Org line A2,2012-02-01T11:39:50.000000
30,Completed-Closed,Jüri-Org line A2,2012-02-01T11:40:25.000000
31,Accepted-In Progress,Lena-Org line A2,2010-01-05T15:42:20.000000
31,Completed-Closed,Lena-Org line A2,2012-03-20T15:14:00.000000
32,Accepted-In Progress,Tomas-Org line A2,2010-01-14T09:34:54.000000
32,Accepted-Wait,Tomas-Org line A2,2010-01-27T09:43:29.000000
32,Accepted-Assigned,Tomas-Org line A2,2010-02-03T09:20:05.000000
32,Accepted-Wait,Tomas-Org line A2,2010-02-22T07:33:08.000000
32,Accepted-In Progress,Tomas-Org line A2,2011-09-01T22:17:47.000000
32,Accepted-In Progress,Carrie-Org line A2,2012-02-01T09:24:17.000000
32,Completed-Closed,Carrie-Org line A2,2012-02-01T09:24:59.000000
34,Accepted-In Progress,Daniel-Org line A2,2010-01-21T15:42:26.000000
34,Accepted-In Progress,Daniel-Org line A2,2012-04-11T14:38:17.000000
34,Completed-Closed,Daniel-Org line A2,2012-04-11T14:39:02.000000
35,Accepted-In Progress,Roger-Org line A2,2010-01-25T08:19:08.000000
35,Accepted-Assigned,Roger-Org line A2,2010-02-08T10:41:12.000000
35,Accepted-In Progress,Roger-Org line A2,2010-03-03T14:54:09.000000
35,Accepted-Assigned,Barbara-Org line A2,2010-03-03T14:54:25.000000
35,Accepted-In Progress,Barbara-Org line A2,2012-03-28T12:39:46.000000
35,Completed-Closed,Barbara-Org line A2,2012-03-28T12:39:49.000000
36,Accepted-In Progress,Ann-Org line A2,2010-01-25T06:44:36.000000
36,Accepted-Assigned,Ann-Org line A2,2011-12-16T09:26:27.000000
36,Accepted-Wait,Ann-Org line A2,2012-03-30T11:09:18.000000
36,Completed-Closed,Ann-Org line A2,2012-03-30T11:24:18.000000
37,Accepted-In Progress,Anders-Org line A2,2010-01-27T12:58:09.000000
37,Completed-Closed,Anders-Org line A2,2012-02-29T11:20:13.000000
38,Accepted-In Progress,Daniel-Org line A2,2010-02-02T14:50:20.000000
38,Accepted-In Progress,Daniel-Org line A2,2012-04-11T14:39:33.000000
38,Completed-Closed,Daniel-Org line A2,2012-04-11T14:40:09.000000
39,Accepted-In Progress,Ewa-Org line A2,2010-02-03T08:34:32.000000
39,Queued-Awaiting Assignment,Ewa-Org line A2,2010-02-03T08:45:18.000000
39,Accepted-In Progress,Ewa-Org line A2,2010-02-03T09:40:51.000000
39,Accepted-Assigned,Ewa-Org line A2,2010-02-03T09:40:58.000000
39,Accepted-In Progress,Ewa-Org line A2,2011-12-20T21:25:19.000000
39,Completed-Closed,Ewa-Org line A2,2012-01-03T12:13:02.000000
40,Accepted-In Progress,Carrie-Org line A2,2010-02-05T09:00:12.000000
40,Accepted-In Progress,Carrie-Org line A2,2012-02-23T13:34:50.000000
40,Completed-Closed,Carrie-Org line A2,2012-02-23T13:37:00.000000
41,Queued-Awaiting Assignment,Martin-Org line C,2010-02-12T13:00:54.000000
41,Accepted-In Progress,Martin-Org line C,2010-02-12T13:01:08.000000
41,Queued-Awaiting Assignment,Martin-Org line C,2010-10-28T17:15:39.000000
41,Accepted-In Progress,Björn-Org line C,2010-10-29T15:11:03.000000
41,Completed-Closed,Björn-Org line C,2012-04-04T13:41:41.000000
43,Accepted-In Progress,Roger-Org line F,2010-02-15T08:33:11.000000
43,Accepted-Wait,Roger-Org line F,2010-02-15T08:34:41.000000
43,Accepted-In Progress,Roger-Org line F,2010-03-02T12:59:28.000000
43,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T13:01:04.000000
43,Accepted-In Progress,Henrik-Org line A2,2010-03-02T13:07:11.000000
43,Accepted-Assigned,Ewa-Org line A2,2010-03-02T13:07:48.000000
43,Accepted-Wait,Ewa-Org line A2,2010-03-02T13:11:18.000000
43,Accepted-Assigned,Katarzyna-Org line A2,2011-04-11T06:48:47.000000
43,Accepted-Assigned,Damian-Org line A2,2011-04-11T07:08:44.000000
43,Accepted-Wait,Damian-Org line A2,2011-11-23T10:55:49.000000
43,Completed-Closed,Damian-Org line A2,2012-01-19T07:56:20.000000
44,Accepted-Wait,Tomas-Org line A2,2010-02-16T10:03:41.000000
44,Accepted-In Progress,Tomas-Org line A2,2011-09-01T22:16:31.000000
44,Accepted-In Progress,Carrie-Org line A2,2012-01-20T07:40:03.000000
44,Completed-Closed,Carrie-Org line A2,2012-01-20T07:40:20.000000
46,Accepted-In Progress,Henrik-Org line A2,2010-02-23T12:10:59.000000
46,Accepted-Wait,Henrik-Org line A2,2010-02-23T12:13:19.000000
46,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:44:01.000000
46,Accepted-In Progress,Katarzyna-Org line A2,2010-03-02T12:46:47.000000
46,Accepted-Wait,Katarzyna-Org line A2,2010-03-02T12:46:58.000000
46,Accepted-Assigned,Damian-Org line A2,2011-11-28T07:20:33.000000
46,Accepted-Wait,Damian-Org line A2,2011-11-28T07:20:57.000000
46,Completed-Closed,Damian-Org line A2,2012-01-19T07:59:01.000000
48,Accepted-In Progress,Carolyn-Org line G3,2010-03-01T05:54:12.000000
48,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-03-01T06:04:33.000000
48,Accepted-In Progress,Naga-Org line G3,2010-03-01T10:53:51.000000
48,Accepted-Assigned,Carolyn-Org line G3,2010-03-01T11:00:54.000000
48,Accepted-In Progress,Ewa-Org line G3,2011-12-28T15:01:17.000000
48,Completed-Closed,Ewa-Org line G3,2012-01-30T11:30:21.000000
49,Accepted-In Progress,Reine-Org line G4,2010-03-02T10:41:18.000000
49,Accepted-Wait,Reine-Org line G4,2010-09-19T07:21:17.000000
49,Completed-Closed,Reine-Org line G4,2012-02-01T15:42:48.000000
50,Accepted-In Progress,Daniel-Org line G4,2010-03-03T18:25:03.000000
50,Unmatched-Unmatched,Daniel-Org line G4,2010-03-11T14:44:02.000000
50,Accepted-In Progress,Daniel-Org line G4,2010-08-16T09:54:31.000000
50,Accepted-Wait,Daniel-Org line G4,2010-08-16T10:13:10.000000
50,Accepted-In Progress,Helene-Org line G4,2012-01-17T06:59:31.000000
50,Completed-Closed,Helene-Org line G4,2012-01-17T06:59:59.000000
51,Accepted-In Progress,Katarzyna-Org line A2,2010-03-08T08:17:56.000000
51,Accepted-Wait,Katarzyna-Org line A2,2010-03-08T08:19:32.000000
51,Completed-Closed,Katarzyna-Org line A2,2012-03-30T08:59:03.000000
53,Accepted-In Progress,Eva-Org line V2,2010-03-11T09:02:02.000000
53,Completed-Closed,Eva-Org line V2,2012-03-15T13:27:03.000000
54,Accepted-In Progress,Tomas-Org line A2,2010-03-11T13:06:34.000000
54,Accepted-In Progress,Tomas-Org line A2,2010-03-11T13:10:10.000000
54,Queued-Awaiting Assignment,Tomas-Org line A2,2010-03-11T13:12:19.000000
54,Accepted-In Progress,Pawel-Org line A2,2010-03-11T13:12:35.000000
54,Queued-Awaiting Assignment,Tomas-Org line A2,2010-03-11T13:12:46.000000
54,Accepted-In Progress,Pawel-Org line A2,2010-03-11T13:13:02.000000
54,Accepted-Assigned,Tomas-Org line A2,2010-07-20T07:25:18.000000
54,Accepted-In Progress,Tomas-Org line A2,2011-09-05T07:28:42.000000
54,Accepted-In Progress,Carrie-Org line A2,2012-01-20T07:24:45.000000
54,Completed-Closed,Carrie-Org line A2,2012-01-20T07:24:59.000000
56,Accepted-In Progress,Panigrahy-Org line A2,2010-03-15T13:40:16.000000
56,Accepted-Wait,Panigrahy-Org line A2,2010-04-15T14:32:45.000000
56,Accepted-In Progress,Panigrahy-Org line A2,2011-06-09T09:37:15.000000
56,Completed-Closed,Panigrahy-Org line A2,2012-02-21T13:57:48.000000
58,Accepted-In Progress,Didier-Org line C,2010-03-18T10:44:05.000000
58,Accepted-In Progress,Didier-Org line C,2012-03-19T13:13:30.000000
58,Completed-Closed,Didier-Org line C,2012-03-19T13:15:58.000000
59,Accepted-In Progress,Lena-Org line A2,2010-03-26T07:24:05.000000
59,Completed-Closed,Lena-Org line A2,2012-03-20T15:16:39.000000
61,Accepted-In Progress,Carolyn-Org line G3,2010-03-29T09:38:31.000000
61,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-03-29T09:41:32.000000
61,Accepted-In Progress,Kannan-Org line G3,2010-03-29T11:30:54.000000
61,Accepted-Assigned,Carolyn-Org line G3,2010-03-29T11:30:58.000000
61,Accepted-In Progress,Ewa-Org line G3,2012-01-19T09:09:44.000000
61,Completed-Closed,Ewa-Org line G3,2012-01-19T09:10:41.000000
63,Accepted-In Progress,Ann-Org line A2,2010-04-01T07:13:49.000000
63,Accepted-In Progress,Ann-Org line A2,2012-03-30T11:12:07.000000
63,Accepted-Wait,Ann-Org line A2,2012-03-30T11:12:14.000000
63,Completed-Closed,Ann-Org line A2,2012-03-30T11:18:11.000000
64,Accepted-In Progress,Y-Org line A2,2010-04-01T12:48:30.000000
64,Accepted-In Progress,Y-Org line A2,2010-04-01T12:49:59.000000
64,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-01T12:50:40.000000
64,Accepted-In Progress,Kannan-Org line G3,2010-04-01T17:20:02.000000
64,Accepted-Assigned,Carolyn-Org line G3,2010-04-01T17:20:07.000000
64,Accepted-In Progress,Ewa-Org line G3,2012-01-19T09:14:11.000000
64,Completed-Closed,Ewa-Org line G3,2012-01-19T09:14:18.000000
65,Accepted-In Progress,Linda-Org line G4,2010-04-06T07:16:15.000000
65,Accepted-Assigned,Linda-Org line G4,2010-04-06T08:12:22.000000
65,Queued-Awaiting Assignment,Ing-Marie-Org line G4,2010-04-28T08:07:00.000000
65,Accepted-In Progress,Veeraraghavendra-Org line G4,2010-04-28T08:35:20.000000
65,Unmatched-Unmatched,Veeraraghavendra-Org line G4,2010-04-28T08:40:07.000000
65,Completed-Closed,Veeraraghavendra-Org line G4,2012-02-01T11:25:53.000000
67,Accepted-In Progress,Carolyn-Org line G3,2010-04-08T10:07:36.000000
67,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-08T10:09:05.000000
67,Accepted-In Progress,Kannan-Org line G3,2010-04-08T17:33:49.000000
67,Accepted-Assigned,Carolyn-Org line G3,2010-04-08T17:33:54.000000
67,Accepted-In Progress,Ewa-Org line G3,2011-12-30T09:00:16.000000
67,Completed-Closed,Ewa-Org line G3,2012-01-04T15:49:12.000000
68,Accepted-In Progress,Daniel-Org line A2,2010-04-12T17:14:40.000000
68,Accepted-In Progress,Daniel-Org line A2,2012-04-11T14:40:26.000000
68,Completed-Closed,Daniel-Org line A2,2012-04-11T14:40:52.000000
69,Accepted-In Progress,Carolyn-Org line G3,2010-04-12T19:37:25.000000
69,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-12T19:47:56.000000
69,Accepted-In Progress,Kannan-Org line G3,2010-04-13T12:56:39.000000
69,Accepted-Assigned,Carolyn-Org line G3,2010-04-13T12:56:44.000000
69,Accepted-In Progress,Ewa-Org line G3,2012-01-30T11:42:19.000000
69,Completed-Closed,Ewa-Org line G3,2012-01-30T11:42:50.000000
70,Accepted-In Progress,Carolyn-Org line G3,2010-04-13T07:38:30.000000
70,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-13T07:44:30.000000
70,Accepted-In Progress,Kannan-Org line G3,2010-04-13T12:59:01.000000
70,Accepted-Assigned,Carolyn-Org line G3,2010-04-13T12:59:07.000000
70,Accepted-In Progress,Ewa-Org line G3,2012-01-09T10:25:49.000000
70,Completed-Closed,Ewa-Org line G3,2012-01-09T10:25:51.000000
73,Accepted-In Progress,Carolyn-Org line G3,2010-04-14T09:27:54.000000
73,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-14T09:47:49.000000
73,Accepted-In Progress,Niklas-Org line A2,2010-04-14T09:47:50.000000
73,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-14T09:54:25.000000
73,Accepted-In Progress,Naga-Org line G3,2010-04-14T17:58:53.000000
73,Accepted-Assigned,Carolyn-Org line G3,2010-04-14T18:09:15.000000
73,Accepted-In Progress,Ewa-Org line G3,2012-01-04T15:55:26.000000
73,Completed-Closed,Ewa-Org line G3,2012-01-30T13:05:58.000000
75,Accepted-In Progress,Carolyn-Org line G3,2010-04-16T16:34:49.000000
75,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-16T16:42:36.000000
75,Accepted-In Progress,Naga-Org line G3,2010-04-16T23:40:43.000000
75,Accepted-Assigned,Carolyn-Org line G3,2010-04-16T23:42:50.000000
75,Accepted-In Progress,Ewa-Org line G3,2012-01-30T11:43:05.000000
75,Completed-Closed,Ewa-Org line G3,2012-01-30T11:44:31.000000
76,Accepted-In Progress,Lionel-Org line B,2010-04-19T09:07:37.000000
76,Queued-Awaiting Assignment,Lionel-Org line B,2010-04-19T09:08:20.000000
76,Accepted-In Progress,Darren-Org line B,2010-05-06T12:02:51.000000
76,Queued-Awaiting Assignment,Maria-Org line F,2010-05-21T15:00:21.000000
76,Queued-Awaiting Assignment,Srinivasan-Org line B,2011-08-24T19:27:17.000000
76,Accepted-In Progress,Aneesh V-Org line B,2011-08-29T02:54:38.000000
76,Accepted-Assigned,Rijin-Org line B,2011-08-29T02:55:29.000000
76,Accepted-In Progress,Rijin-Org line B,2011-08-29T12:48:47.000000
76,Accepted-Assigned,Aneesh V-Org line B,2011-11-11T14:57:44.000000
76,Accepted-Wait,Aneesh V-Org line B,2011-11-21T07:27:41.000000
76,Accepted-In Progress,Aneesh V-Org line B,2012-02-29T16:54:59.000000
76,Completed-Closed,Aneesh V-Org line B,2012-02-29T16:56:23.000000
78,Accepted-In Progress,Carolyn-Org line G3,2010-04-22T13:51:56.000000
78,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-22T14:08:11.000000
78,Accepted-In Progress,Naga-Org line G3,2010-04-22T18:19:48.000000
78,Accepted-Assigned,Carolyn-Org line G3,2010-04-22T18:23:29.000000
78,Accepted-In Progress,Ewa-Org line G3,2012-01-31T08:06:12.000000
78,Completed-Closed,Ewa-Org line G3,2012-01-31T08:36:08.000000
81,Accepted-In Progress,Celine-Org line C,2010-04-29T07:23:20.000000
81,Queued-Awaiting Assignment,Celine-Org line C,2010-04-29T07:23:56.000000
81,Accepted-In Progress,Celine-Org line C,2010-05-04T12:28:29.000000
81,Accepted-In Progress,Celine-Org line C,2010-11-09T17:47:12.000000
81,Accepted-Assigned,Marie Anne-Org line C,2012-04-24T16:21:03.000000
81,Accepted-In Progress,Marie Anne-Org line C,2012-04-25T17:07:12.000000
81,Completed-Closed,Marie Anne-Org line C,2012-04-25T17:07:27.000000
83,Accepted-In Progress,Carolyn-Org line G3,2010-05-04T16:15:44.000000
83,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-05-04T16:23:17.000000
83,Accepted-In Progress,Naga-Org line G3,2010-05-04T16:24:58.000000
83,Accepted-Assigned,Carolyn-Org line G3,2010-05-04T16:27:46.000000
83,Accepted-In Progress,Ewa-Org line G3,2012-01-18T09:30:42.000000
83,Completed-Closed,Ewa-Org line G3,2012-01-18T09:31:12.000000
86,Accepted-In Progress,Peter-Org line C,2010-05-06T15:36:41.000000
86,Unmatched-Unmatched,Peter-Org line C,2010-05-06T16:05:00.000000
86,Queued-Awaiting Assignment,Peter-Org line C,2010-10-01T14:43:52.000000
86,Accepted-In Progress,Peter-Org line C,2010-10-04T08:59:18.000000
86,Accepted-Wait,Peter-Org line C,2010-10-04T09:00:12.000000
86,Accepted-Assigned,Tomas-Org line C,2010-10-19T12:43:59.000000
86,Accepted-Wait,Tomas-Org line C,2011-10-20T12:21:34.000000
86,Completed-Closed,Tomas-Org line C,2012-01-30T12:18:55.000000
87,Accepted-In Progress,Carolyn-Org line G3,2010-05-10T11:38:28.000000
87,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-05-10T11:41:26.000000
87,Accepted-In Progress,Naga-Org line G3,2010-05-10T18:31:40.000000
87,Accepted-Assigned,Carolyn-Org line G3,2010-05-10T18:36:20.000000
87,Accepted-In Progress,Ewa-Org line G3,2012-01-13T10:25:46.000000
87,Accepted-In Progress,Padmanabha-Org line G3,2012-01-13T12:47:12.000000
87,Queued-Awaiting Assignment,Hannes-Org line A2,2012-01-13T12:47:19.000000
87,Accepted-In Progress,Padmanabha-Org line A2,2012-01-13T12:47:32.000000
87,Accepted-Assigned,Hemanth-Org line A2,2012-01-13T12:48:09.000000
87,Accepted-Wait,Hemanth-Org line A2,2012-01-19T09:02:17.000000
87,Completed-Closed,Hemanth-Org line A2,2012-02-13T09:11:49.000000
88,Accepted-In Progress,Carolyn-Org line G3,2010-05-10T12:01:38.000000
88,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-05-10T12:07:54.000000
88,Accepted-In Progress,Naga-Org line G3,2010-05-10T18:36:38.000000
88,Accepted-Assigned,Carolyn-Org line G3,2010-05-10T18:41:50.000000
88,Accepted-In Progress,Ewa-Org line G3,2012-02-02T21:52:05.000000
