caseid,task,user,end_timestamp
9,T02 Check confirmation of receipt,Resource22,2011-11-22T12:48:39.989000
9,T04 Determine confirmation of receipt,Resource22,2011-11-22T12:49:21.982000
9,T05 Print and send confirmation of receipt,Resource22,2011-11-22T12:52:51.629000
9,T06 Determine necessity of stop advice,Resource22,2011-11-22T12:57:59.101000
9,T10 Determine necessity to stop indication,Resource22,2011-11-22T12:59:50.916000
10,Confirmation of receipt,Resource13,2011-11-09T19:39:03.392000
10,T02 Check confirmation of receipt,Resource13,2011-11-09T19:39:34.137000
10,T04 Determine confirmation of receipt,Resource13,2011-11-09T19:40:02.334000
10,T05 Print and send confirmation of receipt,Resource13,2011-11-09T19:40:26.677000
10,T06 Determine necessity of stop advice,Resource13,2011-11-09T19:40:49.698000
10,T10 Determine necessity to stop indication,Resource13,2011-11-09T19:41:13.745000
11,Confirmation of receipt,Resource20,2011-10-20T10:39:37.946000
11,T02 Check confirmation of receipt,Resource20,2011-10-20T10:40:07.912000
11,T04 Determine confirmation of receipt,Resource20,2011-10-20T10:40:31.903000
11,T05 Print and send confirmation of receipt,Resource20,2011-10-20T10:41:02.031000
11,T06 Determine necessity of stop advice,Resource20,2011-10-20T10:41:28.600000
11,T10 Determine necessity to stop indication,Resource20,2011-10-20T10:42:01.990000
12,Confirmation of receipt,Resource08,2011-11-07T14:10:10.205000
12,T02 Check confirmation of receipt,Resource08,2011-11-07T14:11:51.689000
12,T04 Determine confirmation of receipt,Resource08,2011-11-07T14:12:53.254000
12,T05 Print and send confirmation of receipt,Resource08,2011-11-07T14:13:17.976000
12,T06 Determine necessity of stop advice,Resource08,2011-11-07T14:14:49.848000
12,T10 Determine necessity to stop indication,Resource08,2011-11-07T14:16:47.427000
13,Confirmation of receipt,Resource13,2011-11-09T18:43:25.050000
13,T06 Determine necessity of stop advice,Resource13,2011-11-09T18:43:50.463000
13,T02 Check confirmation of receipt,Resource13,2011-11-09T18:44:27.071000
13,T04 Determine confirmation of receipt,Resource13,2011-11-09T18:44:58.894000
13,T10 Determine necessity to stop indication,Resource13,2011-11-09T18:45:21.385000
13,T05 Print and send confirmation of receipt,Resource13,2011-11-09T18:48:48.443000
14,Confirmation of receipt,Resource21,2011-10-19T07:56:55.204000
14,T02 Check confirmation of receipt,Resource21,2011-10-19T07:57:39.722000
14,T04 Determine confirmation of receipt,Resource21,2011-10-19T07:58:15.323000
14,T05 Print and send confirmation of receipt,Resource21,2011-10-19T07:58:36.018000
14,T06 Determine necessity of stop advice,Resource21,2011-10-19T07:58:54.326000
14,T10 Determine necessity to stop indication,Resource21,2011-10-20T12:06:59.060000
14,T11 Create document X request unlicensed,Resource21,2012-01-18T08:48:33.680000
14,T12 Check document X request unlicensed,Resource21,2012-01-18T08:49:09.359000
14,T14 Determine document X request unlicensed,Resource21,2012-01-18T08:49:44.753000
14,T15 Print document X request unlicensed,Resource21,2012-01-18T08:50:57.577000
15,Confirmation of receipt,Resource02,2011-10-31T10:09:14.275000
15,T02 Check confirmation of receipt,Resource02,2011-10-31T10:10:03.929000
15,T04 Determine confirmation of receipt,Resource02,2011-10-31T10:10:37.260000
15,T05 Print and send confirmation of receipt,Resource02,2011-10-31T10:10:54.423000
15,T06 Determine necessity of stop advice,Resource02,2011-10-31T10:36:38.174000
15,T10 Determine necessity to stop indication,Resource02,2011-10-31T10:37:11.319000
16,Confirmation of receipt,Resource22,2011-11-29T13:28:08.930000
16,T02 Check confirmation of receipt,Resource22,2011-11-29T13:40:03.247000
16,T04 Determine confirmation of receipt,Resource22,2011-11-29T13:40:32.371000
16,T05 Print and send confirmation of receipt,Resource22,2011-11-29T13:41:12.227000
16,T06 Determine necessity of stop advice,Resource22,2011-11-29T13:42:10.340000
16,T07-1 Draft intern advice aspect 1,Resource22,2011-11-30T09:53:50.203000
16,T08 Draft and send request for advice,Resource22,2011-11-30T09:54:46.581000
16,T09-1 Process or receive external advice from party 1,Resource22,2011-11-30T10:02:33.530000
16,T06 Determine necessity of stop advice,Resource22,2011-11-30T10:04:28.307000
16,T10 Determine necessity to stop indication,Resource22,2011-11-30T10:05:12.807000
17,Confirmation of receipt,admin2,2011-10-20T09:57:52.783000
18,Confirmation of receipt,Resource03,2011-10-24T13:57:27.372000
18,T02 Check confirmation of receipt,Resource03,2011-10-24T13:57:45.747000
18,T04 Determine confirmation of receipt,Resource03,2011-10-24T13:58:02.043000
18,T05 Print and send confirmation of receipt,Resource03,2011-10-24T13:58:19.298000
18,T06 Determine necessity of stop advice,Resource03,2011-10-24T13:58:34.305000
18,T10 Determine necessity to stop indication,Resource03,2011-10-24T13:58:55.006000
19,Confirmation of receipt,Resource20,2011-10-18T14:12:35.899000
19,T02 Check confirmation of receipt,Resource20,2011-10-18T14:14:00.020000
19,T04 Determine confirmation of receipt,Resource20,2011-10-18T14:14:55.271000
19,T05 Print and send confirmation of receipt,Resource20,2011-10-18T14:15:26.326000
19,T06 Determine necessity of stop advice,Resource20,2011-10-18T14:16:01.203000
19,T10 Determine necessity to stop indication,Resource20,2011-10-18T14:16:30.526000
19,T11 Create document X request unlicensed,admin2,2011-10-24T10:02:20.931000
20,Confirmation of receipt,Resource03,2011-10-24T14:25:16.886000
20,T02 Check confirmation of receipt,Resource03,2011-10-24T14:25:48.093000
20,T04 Determine confirmation of receipt,Resource03,2011-10-24T14:26:08.810000
20,T05 Print and send confirmation of receipt,Resource03,2011-10-24T14:26:35.495000
20,T06 Determine necessity of stop advice,Resource03,2011-10-24T14:27:22.161000
20,T10 Determine necessity to stop indication,Resource03,2011-10-24T14:27:44.390000
21,Confirmation of receipt,Resource03,2011-10-25T13:07:27.732000
21,T02 Check confirmation of receipt,Resource03,2011-10-25T13:07:50.830000
21,T04 Determine confirmation of receipt,Resource03,2011-10-25T13:08:07.876000
21,T05 Print and send confirmation of receipt,Resource03,2011-10-25T13:08:27.483000
21,T06 Determine necessity of stop advice,Resource03,2011-10-25T13:08:48.537000
21,T10 Determine necessity to stop indication,Resource03,2011-10-25T13:09:15.981000
22,Confirmation of receipt,admin2,2011-11-14T08:26:07.385000
24,Confirmation of receipt,Resource03,2011-10-26T07:04:38.421000
24,T02 Check confirmation of receipt,Resource03,2011-10-26T07:04:58.466000
24,T04 Determine confirmation of receipt,Resource03,2011-10-26T07:05:15.074000
24,T05 Print and send confirmation of receipt,Resource03,2011-10-26T07:05:29.235000
24,T06 Determine necessity of stop advice,Resource03,2011-10-26T07:05:43.792000
24,T10 Determine necessity to stop indication,Resource03,2011-10-26T07:07:16.656000
25,Confirmation of receipt,Resource03,2011-10-26T09:44:51.917000
25,T02 Check confirmation of receipt,Resource03,2011-10-26T09:45:23.672000
25,T04 Determine confirmation of receipt,Resource03,2011-10-26T09:45:54.899000
25,T05 Print and send confirmation of receipt,Resource03,2011-10-26T09:46:16.939000
25,T06 Determine necessity of stop advice,Resource03,2011-10-26T09:46:40.098000
25,T10 Determine necessity to stop indication,Resource03,2011-10-26T09:47:15.161000
26,Confirmation of receipt,Resource02,2011-10-20T09:06:16.081000
26,T02 Check confirmation of receipt,Resource02,2011-10-27T11:46:27.098000
26,T04 Determine confirmation of receipt,Resource02,2011-10-27T11:46:49.205000
26,T05 Print and send confirmation of receipt,admin1,2011-10-27T13:11:16.295000
26,T06 Determine necessity of stop advice,Resource02,2011-11-17T07:13:20.068000
26,T10 Determine necessity to stop indication,Resource02,2011-11-17T07:14:21.708000
27,Confirmation of receipt,Resource02,2011-11-15T06:20:14.205000
27,T02 Check confirmation of receipt,Resource02,2011-11-15T06:20:38.880000
27,T04 Determine confirmation of receipt,Resource02,2011-11-15T06:21:00.327000
27,T05 Print and send confirmation of receipt,Resource02,2011-11-15T06:21:22.524000
27,T06 Determine necessity of stop advice,Resource02,2011-11-15T06:42:16.335000
27,T10 Determine necessity to stop indication,Resource02,2011-11-15T06:42:43.828000
28,Confirmation of receipt,Resource03,2011-10-26T12:45:46.454000
28,T02 Check confirmation of receipt,Resource03,2011-10-26T12:46:05.211000
28,T04 Determine confirmation of receipt,Resource03,2011-10-26T12:46:20.612000
28,T05 Print and send confirmation of receipt,Resource03,2011-10-26T12:46:39.019000
28,T06 Determine necessity of stop advice,Resource03,2011-10-26T12:46:55.969000
28,T10 Determine necessity to stop indication,Resource03,2011-10-26T12:47:17.500000
31,Confirmation of receipt,Resource03,2011-10-26T13:04:21.840000
31,T02 Check confirmation of receipt,Resource03,2011-10-26T13:04:43.045000
31,T04 Determine confirmation of receipt,Resource03,2011-10-26T13:05:00.324000
31,T05 Print and send confirmation of receipt,Resource03,2011-10-26T13:05:19.716000
31,T06 Determine necessity of stop advice,Resource03,2011-10-26T13:05:34.867000
31,T10 Determine necessity to stop indication,Resource03,2011-10-26T13:05:59.098000
33,Confirmation of receipt,Resource12,2011-12-08T13:52:51.432000
33,T02 Check confirmation of receipt,Resource12,2011-12-08T13:53:26.952000
33,T04 Determine confirmation of receipt,Resource12,2011-12-08T13:53:55.363000
33,T06 Determine necessity of stop advice,Resource12,2011-12-08T13:55:00.037000
33,T10 Determine necessity to stop indication,Resource12,2011-12-08T13:55:37.151000
33,T05 Print and send confirmation of receipt,admin1,2011-12-14T12:36:32.274000
34,Confirmation of receipt,admin2,2011-10-21T08:07:16.084000
35,Confirmation of receipt,Resource03,2011-11-07T14:24:56.152000
35,T02 Check confirmation of receipt,Resource03,2011-11-07T14:25:45.882000
35,T04 Determine confirmation of receipt,Resource03,2011-11-16T11:05:43.389000
35,T05 Print and send confirmation of receipt,Resource03,2011-11-16T11:06:16.314000
35,T06 Determine necessity of stop advice,Resource03,2011-11-16T11:06:32.021000
35,T10 Determine necessity to stop indication,Resource03,2011-11-16T11:07:02.208000
36,Confirmation of receipt,Resource03,2011-10-26T14:07:55.282000
36,T02 Check confirmation of receipt,Resource03,2011-10-26T14:10:03.859000
36,T04 Determine confirmation of receipt,Resource03,2011-10-26T14:10:19.743000
36,T05 Print and send confirmation of receipt,Resource03,2011-10-26T14:10:44.250000
36,T06 Determine necessity of stop advice,Resource03,2011-10-26T14:10:58.544000
36,T10 Determine necessity to stop indication,Resource03,2011-10-26T14:11:19.812000
37,Confirmation of receipt,Resource03,2011-11-10T10:00:39.952000
37,T02 Check confirmation of receipt,Resource03,2011-11-10T10:01:15.080000
37,T04 Determine confirmation of receipt,Resource03,2011-11-10T10:02:07.499000
37,T05 Print and send confirmation of receipt,Resource03,2011-11-10T10:02:24.015000
37,T06 Determine necessity of stop advice,Resource03,2011-11-10T10:02:41.340000
37,T10 Determine necessity to stop indication,Resource03,2011-11-10T10:03:55.840000
38,Confirmation of receipt,Resource02,2011-10-25T13:20:00.343000
38,T02 Check confirmation of receipt,Resource02,2011-10-25T13:21:08.384000
38,T04 Determine confirmation of receipt,Resource02,2011-10-25T13:21:33.582000
38,T05 Print and send confirmation of receipt,Resource02,2011-10-25T13:22:26.004000
38,T06 Determine necessity of stop advice,Resource02,2011-10-25T13:24:25.818000
39,Confirmation of receipt,admin2,2011-10-27T08:17:24.156000
40,Confirmation of receipt,Resource01,2011-10-27T09:02:53.821000
40,T02 Check confirmation of receipt,Resource32,2011-10-27T09:18:08.789000
40,T06 Determine necessity of stop advice,admin2,2011-11-18T15:02:51.452000
40,T04 Determine confirmation of receipt,admin2,2011-11-18T15:02:52.082000
41,Confirmation of receipt,Resource09,2011-12-09T13:16:10.879000
41,T02 Check confirmation of receipt,Resource09,2011-12-09T13:16:39.383000
41,T04 Determine confirmation of receipt,Resource09,2011-12-09T13:17:02.175000
41,T06 Determine necessity of stop advice,Resource09,2011-12-09T13:17:35.863000
41,T10 Determine necessity to stop indication,Resource09,2011-12-09T13:24:28.994000
41,T05 Print and send confirmation of receipt,Resource09,2011-12-09T13:30:04.403000
42,Confirmation of receipt,admin2,2012-01-17T10:28:47.373000
45,Confirmation of receipt,Resource03,2011-11-07T14:41:35.421000
45,T06 Determine necessity of stop advice,Resource03,2011-11-07T14:42:00.650000
45,T02 Check confirmation of receipt,Resource03,2011-11-07T14:42:25.734000
45,T04 Determine confirmation of receipt,Resource03,2011-11-07T14:42:53.160000
45,T05 Print and send confirmation of receipt,Resource03,2011-11-07T14:43:09.610000
45,T10 Determine necessity to stop indication,Resource03,2011-11-07T14:43:33.300000
46,Confirmation of receipt,Resource13,2011-10-31T11:27:03.433000
46,T02 Check confirmation of receipt,Resource13,2011-10-31T11:27:59.136000
46,T04 Determine confirmation of receipt,Resource13,2011-10-31T11:29:26.336000
46,T05 Print and send confirmation of receipt,Resource13,2011-10-31T11:30:30.258000
46,T06 Determine necessity of stop advice,Resource13,2011-10-31T11:30:58.868000
46,T10 Determine necessity to stop indication,Resource13,2011-10-31T11:31:26.913000
47,Confirmation of receipt,Resource23,2011-11-11T10:26:45.553000
47,T02 Check confirmation of receipt,Resource23,2011-11-11T10:27:13.213000
47,T04 Determine confirmation of receipt,Resource23,2011-11-11T10:27:35.312000
47,T05 Print and send confirmation of receipt,Resource23,2011-11-11T10:28:32.859000
47,T06 Determine necessity of stop advice,Resource23,2011-11-11T10:28:54.141000
47,T10 Determine necessity to stop indication,Resource23,2011-11-11T10:29:22.728000
48,Confirmation of receipt,admin2,2011-11-02T15:23:22.365000
50,Confirmation of receipt,Resource03,2011-11-07T15:38:30.783000
50,T02 Check confirmation of receipt,Resource03,2011-11-07T15:39:57.124000
50,T04 Determine confirmation of receipt,Resource03,2011-11-07T15:40:14.204000
50,T05 Print and send confirmation of receipt,Resource03,2011-11-07T15:40:27.744000
50,T06 Determine necessity of stop advice,Resource03,2011-11-07T15:40:42.920000
50,T10 Determine necessity to stop indication,Resource03,2011-11-07T15:41:08.668000
52,Confirmation of receipt,Resource14,2011-11-29T11:27:58.006000
52,T02 Check confirmation of receipt,Resource14,2011-11-29T11:29:42.082000
52,T04 Determine confirmation of receipt,Resource14,2011-11-29T11:30:24.691000
52,T05 Print and send confirmation of receipt,Resource14,2011-11-29T11:30:47.253000
52,T06 Determine necessity of stop advice,Resource14,2011-11-29T11:41:42.876000
52,T10 Determine necessity to stop indication,Resource14,2011-11-29T11:43:19.895000
53,Confirmation of receipt,Resource22,2011-11-24T13:48:41.587000
53,T02 Check confirmation of receipt,Resource22,2011-11-24T13:49:36.208000
53,T04 Determine confirmation of receipt,Resource22,2011-11-24T13:50:25.478000
53,T05 Print and send confirmation of receipt,Resource22,2011-11-24T13:51:41.327000
53,T06 Determine necessity of stop advice,Resource22,2011-11-24T14:25:55.356000
53,T10 Determine necessity to stop indication,Resource22,2011-11-24T14:27:02.129000
54,Confirmation of receipt,Resource03,2011-11-08T08:18:47.312000
54,T02 Check confirmation of receipt,Resource03,2011-11-08T08:20:22.751000
54,T04 Determine confirmation of receipt,Resource03,2011-11-08T08:20:41.418000
54,T05 Print and send confirmation of receipt,Resource03,2011-11-08T08:20:56.808000
54,T06 Determine necessity of stop advice,Resource03,2011-11-08T08:21:16.142000
54,T10 Determine necessity to stop indication,Resource03,2011-11-08T08:21:43.487000
55,Confirmation of receipt,Resource14,2011-12-07T08:11:29.887000
55,T06 Determine necessity of stop advice,Resource14,2011-12-07T09:01:02.208000
55,T02 Check confirmation of receipt,Resource14,2011-12-07T09:04:22.794000
55,T04 Determine confirmation of receipt,Resource14,2011-12-07T09:05:05.939000
55,T05 Print and send confirmation of receipt,Resource14,2011-12-07T09:05:36.523000
55,T10 Determine necessity to stop indication,Resource14,2011-12-07T09:16:31.803000
57,Confirmation of receipt,Resource16,2011-12-07T11:16:57.518000
57,T02 Check confirmation of receipt,Resource16,2011-12-07T11:20:41.121000
57,T04 Determine confirmation of receipt,Resource16,2011-12-07T11:21:05.443000
57,T05 Print and send confirmation of receipt,Resource16,2011-12-07T11:21:28.467000
57,T06 Determine necessity of stop advice,Resource16,2011-12-07T11:21:51.193000
57,T10 Determine necessity to stop indication,Resource16,2011-12-07T11:22:21.436000
59,Confirmation of receipt,admin2,2011-12-07T13:16:30.384000
60,Confirmation of receipt,Resource12,2011-11-18T13:15:19.355000
60,T02 Check confirmation of receipt,Resource12,2011-11-18T13:15:51.435000
60,T04 Determine confirmation of receipt,Resource12,2011-11-18T13:17:30.382000
60,T06 Determine necessity of stop advice,Resource12,2011-11-29T13:23:32.990000
60,T05 Print and send confirmation of receipt,Resource27,2011-11-30T11:02:03.222000
61,Confirmation of receipt,admin2,2011-11-15T10:45:03.544000
62,Confirmation of receipt,admin2,2011-12-09T09:19:25.642000
64,Confirmation of receipt,Resource03,2011-11-09T08:19:20.905000
64,T02 Check confirmation of receipt,Resource03,2011-11-09T08:22:21.141000
64,T04 Determine confirmation of receipt,Resource03,2011-11-09T08:22:39.816000
64,T05 Print and send confirmation of receipt,Resource03,2011-11-09T08:22:57.042000
64,T06 Determine necessity of stop advice,Resource03,2011-11-09T08:23:13.487000
64,T10 Determine necessity to stop indication,Resource03,2011-11-09T08:31:00.488000
66,Confirmation of receipt,Resource06,2011-11-10T10:33:31.398000
66,T02 Check confirmation of receipt,Resource06,2011-11-10T10:37:51.725000
66,T04 Determine confirmation of receipt,Resource06,2011-11-10T10:38:11.514000
66,T05 Print and send confirmation of receipt,Resource06,2011-11-10T10:38:30.166000
66,T06 Determine necessity of stop advice,Resource06,2011-11-10T10:39:49.369000
66,T10 Determine necessity to stop indication,Resource06,2011-11-10T10:40:42.373000
68,Confirmation of receipt,Resource21,2011-11-09T11:23:28.314000
68,T02 Check confirmation of receipt,Resource21,2011-11-09T11:23:55.292000
68,T04 Determine confirmation of receipt,Resource21,2011-11-09T11:24:19.850000
68,T05 Print and send confirmation of receipt,Resource21,2011-11-09T11:24:37.827000
68,T06 Determine necessity of stop advice,Resource21,2011-11-09T11:42:02.828000
68,T10 Determine necessity to stop indication,Resource21,2011-11-09T11:42:35.139000
69,Confirmation of receipt,Resource03,2011-11-09T10:01:38.475000
69,T02 Check confirmation of receipt,Resource03,2011-11-09T10:01:59.252000
69,T04 Determine confirmation of receipt,Resource03,2011-11-09T10:02:18.044000
69,T05 Print and send confirmation of receipt,Resource03,2011-11-09T10:02:37.096000
69,T06 Determine necessity of stop advice,Resource03,2011-11-09T10:03:10.328000
69,T10 Determine necessity to stop indication,Resource03,2011-11-09T10:03:41.390000
71,Confirmation of receipt,admin2,2011-12-21T12:52:38.616000
72,Confirmation of receipt,Resource03,2011-11-15T07:52:21.307000
72,T02 Check confirmation of receipt,Resource03,2011-11-15T07:53:38.329000
72,T04 Determine confirmation of receipt,Resource03,2011-11-15T07:54:00.462000
72,T05 Print and send confirmation of receipt,Resource03,2011-11-15T07:54:14.252000
72,T06 Determine necessity of stop advice,Resource03,2011-11-15T07:54:28.851000
72,T10 Determine necessity to stop indication,Resource03,2011-11-15T07:54:50.336000
73,Confirmation of receipt,Resource26,2011-11-04T12:05:32.854000
73,T06 Determine necessity of stop advice,Resource26,2011-11-08T10:03:26.870000
73,T07-1 Draft intern advice aspect 1,Resource24,2011-12-12T11:12:42.140000
74,Confirmation of receipt,Resource09,2011-11-30T14:55:18.032000
74,T02 Check confirmation of receipt,Resource09,2011-11-30T14:56:06.840000
74,T04 Determine confirmation of receipt,Resource09,2011-11-30T14:57:16.513000
74,T05 Print and send confirmation of receipt,Resource09,2011-11-30T14:57:41.635000
74,T06 Determine necessity of stop advice,Resource09,2011-11-30T14:58:23.761000
74,T10 Determine necessity to stop indication,Resource09,2011-11-30T15:04:43.684000
75,Confirmation of receipt,Resource03,2011-11-17T14:56:50.215000
75,T02 Check confirmation of receipt,Resource03,2011-11-17T14:57:14.361000
75,T04 Determine confirmation of receipt,Resource03,2011-11-17T14:57:53.421000
75,T05 Print and send confirmation of receipt,Resource03,2011-11-17T14:58:15.308000
75,T06 Determine necessity of stop advice,Resource03,2011-11-17T14:58:38.333000
75,T10 Determine necessity to stop indication,Resource03,2011-11-17T14:59:46.294000
77,Confirmation of receipt,Resource03,2011-11-10T14:10:55.045000
77,T02 Check confirmation of receipt,Resource03,2011-11-10T14:11:15.596000
77,T04 Determine confirmation of receipt,Resource03,2011-11-10T14:11:31.757000
77,T05 Print and send confirmation of receipt,Resource03,2011-11-10T14:11:46.581000
77,T06 Determine necessity of stop advice,Resource03,2011-11-10T14:12:02.898000
77,T10 Determine necessity to stop indication,Resource03,2011-11-10T14:12:27.629000
79,Confirmation of receipt,admin2,2011-11-07T07:48:39.290000
80,Confirmation of receipt,Resource06,2011-11-09T10:29:46.788000
80,T02 Check confirmation of receipt,Resource06,2011-11-09T10:30:08.582000
80,T04 Determine confirmation of receipt,Resource06,2011-11-09T10:30:27.273000
80,T05 Print and send confirmation of receipt,Resource06,2011-11-09T10:30:44.331000
80,T06 Determine necessity of stop advice,Resource06,2011-11-09T10:31:04.655000
80,T10 Determine necessity to stop indication,Resource06,2011-11-09T10:31:33.707000
80,T11 Create document X request unlicensed,Resource06,2011-11-09T10:34:00.271000
80,T12 Check document X request unlicensed,Resource06,2011-11-09T10:40:14.529000
80,T14 Determine document X request unlicensed,Resource06,2011-11-09T10:40:39.482000
80,T15 Print document X request unlicensed,admin1,2011-11-14T08:21:48.805000
82,Confirmation of receipt,Resource14,2011-11-17T13:30:18.360000
82,T02 Check confirmation of receipt,Resource14,2011-11-17T13:48:22.100000
82,T04 Determine confirmation of receipt,Resource14,2011-11-17T13:49:24.984000
82,T05 Print and send confirmation of receipt,Resource14,2011-11-17T13:49:44.706000
82,T06 Determine necessity of stop advice,Resource14,2011-11-17T14:23:53.401000
82,T10 Determine necessity to stop indication,Resource14,2011-11-17T14:24:32.419000
83,Confirmation of receipt,Resource06,2011-11-08T11:51:26.998000
83,T02 Check confirmation of receipt,Resource06,2011-11-08T11:51:49.834000
83,T04 Determine confirmation of receipt,Resource06,2011-11-08T11:52:07.613000
83,T05 Print and send confirmation of receipt,Resource06,2011-11-08T11:52:24.716000
83,T06 Determine necessity of stop advice,Resource06,2011-11-08T11:52:43.378000
83,T10 Determine necessity to stop indication,Resource06,2011-11-08T11:53:03.885000
84,Confirmation of receipt,Resource23,2011-11-25T10:17:52.239000
84,T02 Check confirmation of receipt,Resource23,2011-11-25T10:18:56.984000
84,T04 Determine confirmation of receipt,Resource23,2011-11-25T10:19:28.587000
84,T05 Print and send confirmation of receipt,Resource23,2011-11-25T10:19:51.210000
84,T06 Determine necessity of stop advice,Resource23,2011-11-25T10:22:40.036000
84,T10 Determine necessity to stop indication,Resource23,2011-11-25T10:23:04.911000
85,Confirmation of receipt,Resource03,2011-11-18T08:09:30.172000
85,T02 Check confirmation of receipt,Resource03,2011-11-18T08:09:49.213000
85,T04 Determine confirmation of receipt,Resource03,2011-11-18T08:18:08.748000
85,T05 Print and send confirmation of receipt,Resource03,2011-11-18T08:18:24.008000
85,T06 Determine necessity of stop advice,Resource03,2011-11-18T08:18:39.882000
85,T10 Determine necessity to stop indication,Resource03,2011-11-18T08:19:13.974000
85,T16 Report reasons to hold request,Resource03,2011-11-18T08:19:33.548000
85,T17 Check report Y to stop indication,Resource03,2011-11-18T08:19:51.377000
85,T19 Determine report Y to stop indication,Resource03,2011-11-18T08:21:19.608000
85,T20 Print report Y to stop indication,Resource03,2011-11-18T08:21:34.851000
87,Confirmation of receipt,Resource20,2011-11-14T11:58:01.365000
87,T02 Check confirmation of receipt,Resource20,2011-11-14T11:58:28.781000
87,T04 Determine confirmation of receipt,Resource20,2011-11-14T12:06:50.609000
87,T05 Print and send confirmation of receipt,Resource20,2011-11-14T12:07:46.421000
87,T06 Determine necessity of stop advice,Resource20,2011-11-14T12:09:12.841000
87,T10 Determine necessity to stop indication,Resource20,2011-11-14T12:09:55.809000
88,Confirmation of receipt,Resource09,2011-11-30T13:46:15.565000
88,T02 Check confirmation of receipt,Resource09,2011-11-30T13:47:01.891000
