caseid,task,user,end_timestamp
41,Accepted-In Progress,Martin-Org line C,2010-02-12T13:01:08.000000
41,Queued-Awaiting Assignment,Martin-Org line C,2010-10-28T17:15:39.000000
41,Accepted-In Progress,Björn-Org line C,2010-10-29T15:11:03.000000
41,Completed-Closed,Björn-Org line C,2012-04-04T13:41:41.000000
42,Accepted-In Progress,Carolyn-Org line G3,2010-02-15T06:41:51.000000
42,Accepted-In Progress,Carolyn-Org line G3,2010-02-15T06:48:52.000000
42,Accepted-Assigned,Carolyn-Org line G3,2010-02-15T11:10:30.000000
42,Accepted-In Progress,Ewa-Org line G3,2011-12-28T14:05:47.000000
42,Completed-Closed,Ewa-Org line G3,2012-01-30T11:29:51.000000
45,Accepted-Wait,Tomas-Org line A2,2010-02-16T10:04:37.000000
45,Accepted-In Progress,Tomas-Org line A2,2011-09-01T22:16:15.000000
45,Accepted-In Progress,Carrie-Org line A2,2012-02-01T09:16:03.000000
45,Completed-Closed,Carrie-Org line A2,2012-02-01T09:16:53.000000
46,Accepted-In Progress,Henrik-Org line A2,2010-02-23T12:10:59.000000
46,Accepted-Wait,Henrik-Org line A2,2010-02-23T12:13:19.000000
46,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:44:01.000000
46,Accepted-In Progress,Katarzyna-Org line A2,2010-03-02T12:46:47.000000
46,Accepted-Wait,Katarzyna-Org line A2,2010-03-02T12:46:58.000000
46,Accepted-Assigned,Damian-Org line A2,2011-11-28T07:20:33.000000
46,Accepted-Wait,Damian-Org line A2,2011-11-28T07:20:57.000000
46,Completed-Closed,Damian-Org line A2,2012-01-19T07:59:01.000000
47,Accepted-In Progress,Carolyn-Org line G3,2010-02-26T12:39:44.000000
47,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-02-26T12:45:58.000000
47,Accepted-In Progress,Naga-Org line A2,2010-02-26T17:04:51.000000
47,Accepted-In Progress,Naga-Org line A2,2010-02-26T17:08:30.000000
47,Accepted-In Progress,Naga-Org line A2,2010-02-26T17:09:05.000000
47,Accepted-In Progress,Naga-Org line A2,2010-02-26T17:09:42.000000
47,Accepted-In Progress,Naga-Org line G3,2010-02-26T17:11:57.000000
47,Accepted-Assigned,Carolyn-Org line G3,2010-02-26T17:12:06.000000
47,Accepted-In Progress,Ewa-Org line G3,2012-01-19T09:01:46.000000
47,Completed-Closed,Ewa-Org line G3,2012-01-19T09:02:07.000000
48,Accepted-In Progress,Carolyn-Org line G3,2010-03-01T05:54:12.000000
48,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-03-01T06:04:33.000000
48,Accepted-In Progress,Naga-Org line G3,2010-03-01T10:53:51.000000
48,Accepted-Assigned,Carolyn-Org line G3,2010-03-01T11:00:54.000000
48,Accepted-In Progress,Ewa-Org line G3,2011-12-28T15:01:17.000000
48,Completed-Closed,Ewa-Org line G3,2012-01-30T11:30:21.000000
50,Accepted-In Progress,Daniel-Org line G4,2010-03-03T18:25:03.000000
50,Unmatched-Unmatched,Daniel-Org line G4,2010-03-11T14:44:02.000000
50,Accepted-In Progress,Daniel-Org line G4,2010-08-16T09:54:31.000000
50,Accepted-Wait,Daniel-Org line G4,2010-08-16T10:13:10.000000
50,Accepted-In Progress,Helene-Org line G4,2012-01-17T06:59:31.000000
50,Completed-Closed,Helene-Org line G4,2012-01-17T06:59:59.000000
52,Accepted-In Progress,Damian-Org line A2,2010-03-09T10:28:51.000000
52,Accepted-Assigned,Damian-Org line A2,2011-04-11T07:09:41.000000
52,Accepted-Assigned,Katarzyna-Org line A2,2011-04-11T07:11:23.000000
52,Accepted-Wait,Katarzyna-Org line A2,2011-11-28T07:21:08.000000
52,Completed-Closed,Katarzyna-Org line A2,2012-03-30T09:01:23.000000
53,Accepted-In Progress,Eva-Org line V2,2010-03-11T09:02:02.000000
53,Completed-Closed,Eva-Org line V2,2012-03-15T13:27:03.000000
54,Accepted-In Progress,Tomas-Org line A2,2010-03-11T13:06:34.000000
54,Accepted-In Progress,Tomas-Org line A2,2010-03-11T13:10:10.000000
54,Queued-Awaiting Assignment,Tomas-Org line A2,2010-03-11T13:12:19.000000
54,Accepted-In Progress,Pawel-Org line A2,2010-03-11T13:12:35.000000
54,Queued-Awaiting Assignment,Tomas-Org line A2,2010-03-11T13:12:46.000000
54,Accepted-In Progress,Pawel-Org line A2,2010-03-11T13:13:02.000000
54,Accepted-Assigned,Tomas-Org line A2,2010-07-20T07:25:18.000000
54,Accepted-In Progress,Tomas-Org line A2,2011-09-05T07:28:42.000000
54,Accepted-In Progress,Carrie-Org line A2,2012-01-20T07:24:45.000000
54,Completed-Closed,Carrie-Org line A2,2012-01-20T07:24:59.000000
55,Accepted-Assigned,Mateusz-Org line A2,2010-03-12T14:55:50.000000
55,Queued-Awaiting Assignment,Tomas-Org line A2,2010-08-25T09:04:56.000000
55,Accepted-In Progress,Tomas-Org line A2,2011-09-03T05:49:00.000000
55,Accepted-Assigned,Niklas-Org line A2,2011-11-14T15:10:03.000000
55,Accepted-Wait,Niklas-Org line A2,2012-01-12T08:23:04.000000
55,Accepted-In Progress,Martin-Org line F,2012-03-08T09:22:52.000000
55,Completed-Closed,Martin-Org line F,2012-03-08T09:24:51.000000
57,Accepted-In Progress,Barbara-Org line A2,2010-03-16T07:44:27.000000
57,Accepted-Wait,Barbara-Org line A2,2010-06-15T07:42:52.000000
57,Completed-Closed,Barbara-Org line A2,2012-03-30T10:17:27.000000
60,Accepted-In Progress,Pawel-Org line A2,2010-03-26T13:03:21.000000
60,Accepted-In Progress,Pawel-Org line A2,2010-03-26T13:05:35.000000
60,Queued-Awaiting Assignment,Tomas-Org line A2,2010-03-26T13:05:48.000000
60,Accepted-In Progress,Tomas-Org line A2,2011-09-05T07:28:50.000000
60,Accepted-In Progress,Carrie-Org line A2,2012-02-07T01:39:08.000000
60,Completed-Closed,Carrie-Org line A2,2012-02-07T01:39:40.000000
61,Accepted-In Progress,Carolyn-Org line G3,2010-03-29T09:38:31.000000
61,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-03-29T09:41:32.000000
61,Accepted-In Progress,Kannan-Org line G3,2010-03-29T11:30:54.000000
61,Accepted-Assigned,Carolyn-Org line G3,2010-03-29T11:30:58.000000
61,Accepted-In Progress,Ewa-Org line G3,2012-01-19T09:09:44.000000
61,Completed-Closed,Ewa-Org line G3,2012-01-19T09:10:41.000000
62,Accepted-In Progress,Celine-Org line C,2010-03-30T16:13:33.000000
62,Accepted-In Progress,Celine-Org line C,2010-03-31T09:41:00.000000
62,Queued-Awaiting Assignment,Celine-Org line C,2010-03-31T09:43:06.000000
62,Accepted-In Progress,Celine-Org line C,2010-03-31T09:43:07.000000
62,Accepted-In Progress,Celine-Org line C,2010-03-31T09:46:20.000000
62,Accepted-In Progress,Celine-Org line C,2010-10-07T14:45:29.000000
62,Completed-Closed,Celine-Org line C,2012-04-24T16:18:24.000000
64,Accepted-In Progress,Y-Org line A2,2010-04-01T12:48:30.000000
64,Accepted-In Progress,Y-Org line A2,2010-04-01T12:49:59.000000
64,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-01T12:50:40.000000
64,Accepted-In Progress,Kannan-Org line G3,2010-04-01T17:20:02.000000
64,Accepted-Assigned,Carolyn-Org line G3,2010-04-01T17:20:07.000000
64,Accepted-In Progress,Ewa-Org line G3,2012-01-19T09:14:11.000000
64,Completed-Closed,Ewa-Org line G3,2012-01-19T09:14:18.000000
66,Accepted-In Progress,Gustav-Org line G4,2010-04-06T13:35:51.000000
66,Unmatched-Unmatched,Gustav-Org line G4,2010-04-07T06:30:28.000000
66,Accepted-In Progress,Gustav-Org line G4,2012-02-21T13:58:28.000000
66,Completed-Closed,Gustav-Org line G4,2012-02-21T14:00:21.000000
68,Accepted-In Progress,Daniel-Org line A2,2010-04-12T17:14:40.000000
68,Accepted-In Progress,Daniel-Org line A2,2012-04-11T14:40:26.000000
68,Completed-Closed,Daniel-Org line A2,2012-04-11T14:40:52.000000
69,Accepted-In Progress,Carolyn-Org line G3,2010-04-12T19:37:25.000000
69,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-12T19:47:56.000000
69,Accepted-In Progress,Kannan-Org line G3,2010-04-13T12:56:39.000000
69,Accepted-Assigned,Carolyn-Org line G3,2010-04-13T12:56:44.000000
69,Accepted-In Progress,Ewa-Org line G3,2012-01-30T11:42:19.000000
69,Completed-Closed,Ewa-Org line G3,2012-01-30T11:42:50.000000
71,Accepted-In Progress,Jerker-Org line G4,2010-04-13T12:37:07.000000
71,Accepted-In Progress,Jerker-Org line G4,2010-04-19T14:59:00.000000
71,Accepted-In Progress,Fredrik-Org line G4,2010-04-19T14:59:17.000000
71,Accepted-Wait,Fredrik-Org line G4,2010-12-13T09:28:11.000000
71,Accepted-Assigned,Ingemar-Org line A2,2011-06-27T09:33:46.000000
71,Accepted-Assigned,Arne-Org line A2,2011-06-27T10:29:07.000000
71,Accepted-In Progress,Ingemar-Org line A2,2011-10-24T08:01:34.000000
71,Accepted-Assigned,Stefan-Org line A2,2011-10-24T08:03:31.000000
71,Accepted-In Progress,Stefan-Org line A2,2012-01-12T12:11:40.000000
71,Completed-Closed,Stefan-Org line A2,2012-01-12T12:11:59.000000
72,Accepted-In Progress,Jerker-Org line G4,2010-04-13T12:50:15.000000
72,Accepted-In Progress,Jerker-Org line G4,2010-04-19T14:59:58.000000
72,Accepted-In Progress,Fredrik-Org line G4,2010-04-19T15:00:10.000000
72,Accepted-Wait,Fredrik-Org line G4,2010-08-10T14:22:31.000000
72,Accepted-Assigned,Ingemar-Org line A2,2011-06-27T10:21:34.000000
72,Accepted-Wait,Fredrik-Org line A2,2011-06-27T10:28:17.000000
72,Completed-Closed,Fredrik-Org line A2,2012-01-12T12:25:45.000000
73,Accepted-In Progress,Carolyn-Org line G3,2010-04-14T09:27:54.000000
73,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-14T09:47:49.000000
73,Accepted-In Progress,Niklas-Org line A2,2010-04-14T09:47:50.000000
73,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-14T09:54:25.000000
73,Accepted-In Progress,Naga-Org line G3,2010-04-14T17:58:53.000000
73,Accepted-Assigned,Carolyn-Org line G3,2010-04-14T18:09:15.000000
73,Accepted-In Progress,Ewa-Org line G3,2012-01-04T15:55:26.000000
73,Completed-Closed,Ewa-Org line G3,2012-01-30T13:05:58.000000
74,Accepted-In Progress,Helena-Org line C,2010-04-14T13:53:38.000000
74,Accepted-In Progress,Helena-Org line C,2012-01-09T16:07:46.000000
74,Accepted-In Progress,Björn-Org line C,2012-01-09T17:36:13.000000
74,Completed-Closed,Björn-Org line C,2012-02-15T11:32:49.000000
75,Accepted-In Progress,Carolyn-Org line G3,2010-04-16T16:34:49.000000
75,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-16T16:42:36.000000
75,Accepted-In Progress,Naga-Org line G3,2010-04-16T23:40:43.000000
75,Accepted-Assigned,Carolyn-Org line G3,2010-04-16T23:42:50.000000
75,Accepted-In Progress,Ewa-Org line G3,2012-01-30T11:43:05.000000
75,Completed-Closed,Ewa-Org line G3,2012-01-30T11:44:31.000000
77,Accepted-In Progress,Carolyn-Org line G3,2010-04-20T13:25:52.000000
77,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-20T13:29:35.000000
77,Accepted-In Progress,Kannan-Org line G3,2010-04-20T15:03:14.000000
77,Accepted-Assigned,Carolyn-Org line G3,2010-04-20T15:03:18.000000
77,Queued-Awaiting Assignment,Hannes-Org line A2,2011-03-30T09:49:05.000000
77,Accepted-In Progress,Kannan-Org line A2,2011-03-30T10:08:08.000000
77,Accepted-Assigned,Jayalakshmi-Org line A2,2011-03-30T10:08:19.000000
77,Accepted-Wait,Jayalakshmi-Org line A2,2011-03-30T13:14:36.000000
77,Queued-Awaiting Assignment,Carolyn-Org line G3,2011-06-06T12:20:14.000000
77,Accepted-In Progress,Santhosh-Org line G3,2011-06-16T10:12:11.000000
77,Accepted-Assigned,Carolyn-Org line G3,2011-06-16T10:12:21.000000
77,Accepted-In Progress,Ewa-Org line G3,2012-01-31T07:26:37.000000
77,Completed-Closed,Ewa-Org line G3,2012-01-31T07:28:52.000000
79,Accepted-In Progress,Carolyn-Org line G3,2010-04-26T14:41:03.000000
79,Queued-Awaiting Assignment,Carolyn-Org line G3,2010-04-26T14:44:34.000000
79,Accepted-In Progress,Naga-Org line G3,2010-04-26T18:08:15.000000
79,Accepted-Assigned,Carolyn-Org line G3,2010-04-26T18:12:24.000000
79,Accepted-In Progress,Ewa-Org line G3,2011-12-20T21:24:04.000000
79,Completed-Closed,Ewa-Org line G3,2012-01-05T15:11:34.000000
80,Accepted-In Progress,Carolyn-Org line G3,2010-04-27T14:40:49.000000
80,Accepted-In Progress,Carolyn-Org line G3,2010-04-27T14:43:59.000000
80,Accepted-In Progress,Naga-Org line G3,2010-04-29T13:15:14.000000
80,Accepted-Assigned,Carolyn-Org line G3,2010-04-29T13:18:16.000000
80,Accepted-In Progress,Ewa-Org line G3,2012-02-02T20:53:09.000000
