CaseID,ActivityID,CompleteTimestamp
71,6,2011-10-02 14:12:08
71,4,2011-10-03 07:33:41
72,9,2011-10-02 14:52:36
72,6,2011-10-02 14:52:36
72,4,2011-10-03 07:35:18
73,9,2011-10-02 14:53:33
73,6,2011-10-02 14:53:33
73,4,2011-10-02 14:54:13
74,9,2011-10-02 15:17:43
74,6,2011-10-02 15:17:43
74,4,2011-10-02 15:18:26
75,9,2011-10-02 15:18:05
75,6,2011-10-02 15:18:05
75,7,2011-10-02 15:18:41
75,0,2011-10-03 08:33:01
75,5,2011-10-03 08:43:47
75,1,2011-10-12 14:00:58
75,2,2011-10-12 14:00:58
75,8,2011-10-12 14:00:58
77,9,2011-10-02 15:55:10
77,6,2011-10-02 15:55:11
77,7,2011-10-03 07:30:24
77,3,2011-10-04 10:04:00
78,9,2011-10-02 15:56:36
78,6,2011-10-02 15:56:36
78,4,2011-10-02 15:57:17
81,9,2011-10-02 17:27:33
81,6,2011-10-02 17:27:33
81,4,2011-10-02 17:28:11
82,9,2011-10-02 18:05:03
82,6,2011-10-02 18:05:03
82,4,2011-10-03 07:29:04
83,9,2011-10-02 19:07:34
83,6,2011-10-02 19:07:34
83,7,2011-10-02 19:08:17
83,3,2011-11-02 08:15:09
84,9,2011-10-02 19:08:02
84,6,2011-10-02 19:08:02
84,7,2011-10-02 19:08:42
84,0,2011-10-03 16:48:40
84,5,2011-10-03 16:51:13
84,2,2011-10-14 06:30:21
84,8,2011-10-14 06:30:21
84,1,2011-10-14 06:30:21
85,9,2011-10-02 20:11:52
85,6,2011-10-02 20:11:52
85,7,2011-10-03 07:23:42
85,0,2011-10-03 18:03:20
85,5,2011-10-03 18:05:38
85,3,2011-11-03 08:15:32
86,9,2011-10-02 20:51:17
86,6,2011-10-02 20:51:17
86,7,2011-10-02 20:51:56
86,0,2011-10-03 08:47:41
86,5,2011-10-03 08:53:05
86,3,2011-11-03 08:15:22
87,9,2011-10-02 21:12:15
87,6,2011-10-02 21:12:16
87,7,2011-10-03 07:21:49
87,0,2011-10-04 10:21:08
87,5,2011-10-04 10:24:38
87,4,2011-10-31 13:33:55
88,9,2011-10-02 21:13:39
88,6,2011-10-02 21:13:40
88,4,2011-10-02 21:14:30
89,9,2011-10-02 21:15:19
89,6,2011-10-02 21:15:19
89,7,2011-10-02 21:16:01
89,0,2011-10-04 07:19:20
89,5,2011-10-04 07:20:00
89,2,2011-11-29 14:05:21
89,8,2011-11-29 14:05:21
89,1,2011-11-29 14:05:21
90,9,2011-10-02 21:18:42
90,6,2011-10-02 21:18:42
90,7,2011-10-02 21:19:15
90,3,2011-11-02 08:15:12
91,9,2011-10-02 21:19:50
91,6,2011-10-02 21:19:51
91,4,2011-10-03 07:22:20
92,9,2011-10-02 21:43:30
92,6,2011-10-02 21:43:30
92,7,2011-10-03 07:19:23
92,3,2011-10-03 09:33:33
94,9,2011-10-03 07:30:51
94,6,2011-10-03 07:30:53
94,7,2011-10-03 07:31:43
94,0,2011-10-03 10:33:59
94,5,2011-10-03 10:36:32
94,3,2011-10-10 15:27:02
95,9,2011-10-03 07:34:18
95,6,2011-10-03 07:34:18
95,7,2011-10-03 07:46:38
95,0,2011-10-03 07:53:47
95,5,2011-10-03 07:54:36
95,4,2011-10-13 08:26:07
96,9,2011-10-03 07:52:42
96,6,2011-10-03 07:52:43
96,7,2011-10-03 07:55:14
96,0,2011-10-03 08:33:40
96,5,2011-10-03 08:33:55
96,3,2011-10-10 14:32:17
97,9,2011-10-03 08:07:17
97,6,2011-10-03 08:07:17
97,4,2011-10-03 08:07:55
98,9,2011-10-03 08:33:48
98,6,2011-10-03 08:33:49
98,4,2011-10-03 08:34:40
99,9,2011-10-03 08:38:11
99,6,2011-10-03 08:38:11
99,7,2011-10-03 08:38:55
99,0,2011-10-04 10:37:40
99,5,2011-10-04 10:44:41
99,3,2011-10-19 08:30:56
101,9,2011-10-03 08:58:38
101,6,2011-10-03 08:58:38
101,4,2011-10-03 08:59:21
102,9,2011-10-03 08:59:25
102,6,2011-10-03 08:59:25
102,4,2011-10-03 10:10:43
103,9,2011-10-03 09:00:00
103,6,2011-10-03 09:00:01
103,7,2011-10-03 09:00:44
103,0,2011-10-03 13:28:03
103,5,2011-10-03 13:31:53
103,4,2011-10-13 07:35:26
105,9,2011-10-03 09:19:52
105,6,2011-10-03 09:19:52
105,4,2011-10-03 10:12:54
107,9,2011-10-03 09:33:52
107,6,2011-10-03 09:33:53
107,4,2011-10-03 10:14:44
109,9,2011-10-03 09:52:28
109,6,2011-10-03 09:52:28
109,4,2011-10-03 10:18:12
110,9,2011-10-03 09:55:53
110,6,2011-10-03 09:55:53
110,7,2011-10-03 09:56:38
110,0,2011-10-06 18:11:02
110,5,2011-10-06 18:13:47
110,3,2011-11-04 16:47:03
112,9,2011-10-03 10:02:51
112,6,2011-10-03 10:02:51
112,7,2011-10-03 10:03:33
112,0,2011-10-03 15:41:47
112,5,2011-10-03 15:43:36
112,2,2011-10-18 09:06:51
112,1,2011-10-18 09:06:51
112,8,2011-10-18 09:06:51
113,9,2011-10-03 10:09:32
113,6,2011-10-03 10:09:33
113,7,2011-10-03 10:10:15
113,0,2011-10-10 10:09:41
113,5,2011-10-10 10:12:06
113,1,2011-10-27 08:01:32
113,2,2011-10-27 08:01:32
113,8,2011-10-27 08:01:32
114,9,2011-10-03 10:10:17
114,6,2011-10-03 10:10:18
114,7,2011-10-03 10:10:57
114,0,2011-10-03 10:22:52
114,5,2011-10-03 10:27:15
114,8,2011-10-11 14:43:10
114,2,2011-10-11 14:43:10
114,1,2011-10-11 14:43:10
115,9,2011-10-03 10:15:14
115,6,2011-10-03 10:15:15
115,7,2011-10-03 10:16:08
115,0,2011-10-03 10:18:07
115,5,2011-10-03 10:18:43
115,8,2011-10-18 08:10:34
115,2,2011-10-18 08:10:34
115,1,2011-10-18 08:10:34
116,9,2011-10-03 10:25:48
116,6,2011-10-03 10:25:48
116,7,2011-10-03 10:26:26
116,4,2011-10-03 10:27:50
117,9,2011-10-03 10:27:32
117,6,2011-10-03 10:27:33
117,4,2011-10-03 11:29:29
118,9,2011-10-03 10:35:21
118,6,2011-10-03 10:35:21
118,4,2011-10-03 10:36:00
119,9,2011-10-03 10:47:46
119,6,2011-10-03 10:47:46
119,4,2011-10-03 10:48:19
121,9,2011-10-03 10:59:32
121,6,2011-10-03 10:59:32
121,4,2011-10-03 11:00:16
122,9,2011-10-03 11:01:28
122,6,2011-10-03 11:01:28
122,4,2011-10-03 11:02:25
124,9,2011-10-03 11:18:01
124,6,2011-10-03 11:18:01
124,4,2011-10-03 11:37:12
125,9,2011-10-03 11:22:34
125,6,2011-10-03 11:22:34
125,4,2011-10-03 11:31:11
126,9,2011-10-03 11:23:45
126,6,2011-10-03 11:23:54
126,7,2011-10-03 11:24:40
126,0,2011-10-03 14:02:14
126,5,2011-10-03 14:10:35
126,8,2011-10-17 18:11:18
126,1,2011-10-17 18:11:18
126,2,2011-10-17 18:11:18
127,9,2011-10-03 11:26:11
127,6,2011-10-03 11:26:11
127,4,2011-10-03 11:26:50
128,9,2011-10-03 11:26:26
128,6,2011-10-03 11:26:27
128,7,2011-10-03 11:27:03
128,0,2011-10-03 12:30:47
128,5,2011-10-03 12:31:15
128,2,2011-10-04 08:17:26
128,8,2011-10-04 08:17:26
128,1,2011-10-04 08:17:26
129,9,2011-10-03 11:46:48
129,6,2011-10-03 11:46:48
129,7,2011-10-03 11:47:31
129,0,2011-10-03 11:50:43
129,5,2011-10-03 11:53:29
129,2,2011-10-11 09:49:13
129,1,2011-10-11 09:49:13
129,8,2011-10-11 09:49:13
130,9,2011-10-03 11:50:01
130,6,2011-10-03 11:50:01
130,7,2011-10-03 11:50:38
130,3,2011-11-03 08:15:06
133,9,2011-10-03 12:17:13
133,6,2011-10-03 12:17:13
133,7,2011-10-03 12:18:07
133,0,2011-10-04 11:58:20
133,5,2011-10-04 12:05:09
133,8,2011-10-26 10:55:15
133,2,2011-10-26 10:55:15
133,1,2011-10-26 10:55:15
134,9,2011-10-03 12:22:13
134,6,2011-10-03 12:22:15
134,7,2011-10-03 12:22:44
134,0,2011-10-03 14:14:17
134,4,2011-10-03 14:16:36
135,9,2011-10-03 12:24:26
135,6,2011-10-03 12:24:27
135,7,2011-10-03 12:25:18
135,0,2011-10-03 12:37:36
135,5,2011-10-03 12:38:13
135,8,2011-10-03 12:46:47
135,1,2011-10-03 12:46:47
135,2,2011-10-03 12:46:47
136,9,2011-10-03 12:31:34
136,6,2011-10-03 12:31:34
136,4,2011-10-03 12:32:15
137,9,2011-10-03 12:49:07
137,6,2011-10-03 12:49:08
137,7,2011-10-03 13:11:48
137,3,2011-10-03 14:39:39
138,9,2011-10-03 12:54:54
138,6,2011-10-03 12:54:54
138,4,2011-10-03 13:01:29
139,9,2011-10-03 13:14:36
139,6,2011-10-03 13:14:36
139,4,2011-10-03 13:18:40
140,9,2011-10-03 13:33:26
140,6,2011-10-03 13:33:26
140,7,2011-10-03 13:55:46
140,3,2011-10-03 15:02:56
141,9,2011-10-03 14:15:28
141,6,2011-10-03 14:15:29
141,4,2011-10-03 14:20:19
142,9,2011-10-03 14:21:35
142,6,2011-10-03 14:21:36
142,4,2011-10-03 14:27:37
143,9,2011-10-03 14:35:06
143,6,2011-10-03 14:35:07
143,4,2011-10-03 14:46:10
145,9,2011-10-03 14:38:31
145,6,2011-10-03 14:38:33
145,4,2011-10-03 14:44:33
146,9,2011-10-03 14:43:26
146,6,2011-10-03 14:43:26
146,7,2011-10-03 14:47:52
146,3,2011-10-04 07:58:02
147,9,2011-10-03 14:59:27
147,6,2011-10-03 14:59:28
147,7,2011-10-03 15:00:13
147,0,2011-10-03 15:06:17
147,5,2011-10-03 15:06:35
147,1,2011-10-14 15:08:25
147,2,2011-10-14 15:08:25
147,8,2011-10-14 15:08:25
148,9,2011-10-03 15:00:30
148,6,2011-10-03 15:00:30
148,7,2011-10-03 15:01:23
148,0,2011-10-04 11:58:22
148,5,2011-10-04 12:05:27
148,8,2011-10-14 16:40:13
148,2,2011-10-14 16:40:13
148,1,2011-10-14 16:40:13
149,9,2011-10-03 15:01:05
149,6,2011-10-03 15:01:09
149,7,2011-10-03 15:01:48
149,0,2011-10-29 08:14:03
149,3,2011-11-03 08:15:08
150,9,2011-10-03 15:29:01
150,6,2011-10-03 15:29:02
150,7,2011-10-03 16:00:23
150,3,2011-11-03 08:15:11
151,9,2011-10-03 15:44:16
151,6,2011-10-03 15:44:17
151,7,2011-10-03 15:44:47
151,0,2011-10-04 15:49:11
151,5,2011-10-04 15:50:51
151,4,2011-10-17 12:22:58
152,9,2011-10-03 15:47:40
152,6,2011-10-03 15:47:40
152,4,2011-10-03 15:48:22
153,9,2011-10-03 15:58:26
153,6,2011-10-03 15:58:27
153,7,2011-10-03 15:59:13
153,0,2011-10-05 08:38:43
153,5,2011-10-05 08:44:32
153,3,2011-11-04 08:06:42
154,9,2011-10-03 16:07:45
154,6,2011-10-03 16:07:45
154,4,2011-10-03 16:18:58
155,9,2011-10-03 16:12:27
155,6,2011-10-03 16:12:27
155,4,2011-10-03 16:13:08
156,9,2011-10-03 16:22:09
156,6,2011-10-03 16:22:09
156,7,2011-10-03 16:24:07
156,0,2011-10-03 17:27:10
156,5,2011-10-03 17:29:19
156,3,2011-10-13 16:21:09
157,9,2011-10-03 16:35:13
157,6,2011-10-03 16:35:14
157,4,2011-10-03 16:36:01
158,9,2011-10-03 16:45:47
158,6,2011-10-03 16:45:48
158,4,2011-10-03 16:46:25
159,9,2011-10-03 16:50:20
159,6,2011-10-03 16:50:21
159,7,2011-10-03 16:51:00
159,3,2011-11-03 08:15:13
160,9,2011-10-03 16:51:38
160,6,2011-10-03 16:51:38
160,7,2011-10-03 16:52:19
160,0,2011-10-03 18:24:53
160,5,2011-10-03 18:27:25
160,3,2011-10-14 08:03:43
161,9,2011-10-03 17:15:09
161,6,2011-10-03 17:15:09
161,4,2011-10-03 17:15:58
162,9,2011-10-03 17:17:45
162,6,2011-10-03 17:17:45
162,7,2011-10-03 17:41:00
162,4,2011-10-03 18:46:23
163,9,2011-10-03 17:27:36
163,6,2011-10-03 17:27:36
163,4,2011-10-03 17:28:09
164,9,2011-10-03 17:30:21
164,6,2011-10-03 17:30:21
164,4,2011-10-03 17:31:13
165,9,2011-10-03 17:32:45
165,6,2011-10-03 17:32:45
165,7,2011-10-03 17:42:16
165,3,2011-10-03 18:52:58
166,9,2011-10-03 17:33:25
166,6,2011-10-03 17:33:25
166,7,2011-10-03 17:43:46
166,3,2011-10-04 12:55:36
169,9,2011-10-03 17:45:53
169,6,2011-10-03 17:45:53
169,7,2011-10-03 17:57:35
169,4,2011-10-04 16:20:28
170,9,2011-10-03 17:47:24
170,6,2011-10-03 17:47:24
170,4,2011-10-03 17:47:26
171,9,2011-10-03 17:55:30
171,6,2011-10-03 17:55:30
171,7,2011-10-03 18:17:56
171,3,2011-10-05 16:40:59
172,9,2011-10-03 17:58:04
172,6,2011-10-03 17:58:04
172,7,2011-10-03 17:58:48
172,0,2011-10-03 18:18:58
172,5,2011-10-03 18:21:04
172,2,2011-10-26 07:46:23
172,8,2011-10-26 07:46:23
172,1,2011-10-26 07:46:23
173,9,2011-10-03 17:59:01
173,6,2011-10-03 17:59:02
173,7,2011-10-03 18:02:29
173,4,2011-10-03 18:14:04
174,9,2011-10-03 18:08:29
174,6,2011-10-03 18:08:29
174,4,2011-10-03 18:09:23
176,9,2011-10-03 18:10:32
176,6,2011-10-03 18:10:32
176,4,2011-10-03 18:15:31
177,9,2011-10-03 18:10:41
177,6,2011-10-03 18:10:41
177,7,2011-10-03 18:11:22
177,0,2011-10-04 14:49:54
177,5,2011-10-04 14:51:33
177,3,2011-10-11 18:43:59
178,9,2011-10-03 18:18:50
178,6,2011-10-03 18:18:51
178,4,2011-10-03 18:26:36
179,9,2011-10-03 18:25:07
179,6,2011-10-03 18:25:08
179,7,2011-10-03 18:35:05
179,0,2011-10-04 07:43:39
179,5,2011-10-04 07:44:06
179,4,2011-11-03 14:01:19
180,9,2011-10-03 18:26:10
180,6,2011-10-03 18:26:10
180,7,2011-10-03 18:27:28
180,4,2011-10-03 18:34:41
181,9,2011-10-03 18:39:00
181,6,2011-10-03 18:39:00
181,7,2011-10-03 18:50:45
181,4,2011-10-04 10:13:29
182,9,2011-10-03 18:43:04
182,6,2011-10-03 18:43:05
182,4,2011-10-03 18:48:05
183,9,2011-10-03 18:53:03
183,6,2011-10-03 18:53:03
183,7,2011-10-03 18:53:43
183,4,2011-10-13 18:45:48
184,9,2011-10-03 18:59:10
184,6,2011-10-03 18:59:10
184,7,2011-10-03 19:00:02
184,0,2011-10-04 08:23:58
184,5,2011-10-04 08:24:14
184,1,2011-10-18 14:05:47
184,2,2011-10-18 14:05:47
184,8,2011-10-18 14:05:47
186,9,2011-10-03 19:00:28
186,6,2011-10-03 19:00:28
186,7,2011-10-04 07:02:28
186,4,2011-10-04 10:52:56
187,9,2011-10-03 19:03:04
187,6,2011-10-03 19:03:05
187,7,2011-10-04 07:03:56
187,0,2011-10-04 14:03:37
187,5,2011-10-04 14:07:39
187,4,2011-10-18 07:44:40
189,9,2011-10-03 19:10:53
189,6,2011-10-03 19:10:53
189,4,2011-10-03 19:11:35
190,9,2011-10-03 19:17:09
190,6,2011-10-03 19:17:09
190,7,2011-10-03 19:17:50
190,0,2011-10-07 15:41:18
190,5,2011-10-07 15:43:17
190,3,2011-10-25 13:00:48
191,9,2011-10-03 19:18:52
191,6,2011-10-03 19:18:52
191,4,2011-10-04 07:08:25
192,9,2011-10-03 19:19:56
192,6,2011-10-03 19:19:56
192,4,2011-10-03 19:20:01
193,9,2011-10-03 20:04:06
193,6,2011-10-03 20:04:06
193,7,2011-10-03 20:04:52
193,0,2011-10-04 08:51:02
193,5,2011-10-04 08:52:14
193,3,2011-10-11 16:10:45
194,9,2011-10-03 20:48:48
194,6,2011-10-03 20:48:49
194,4,2011-10-04 07:09:22
195,9,2011-10-03 20:59:48
195,6,2011-10-03 20:59:48
195,7,2011-10-03 21:00:40
195,0,2011-10-04 08:39:00
195,5,2011-10-04 08:44:40
195,8,2011-10-13 10:51:10
195,1,2011-10-13 10:51:10
195,2,2011-10-13 10:51:10
196,9,2011-10-03 21:23:17
196,6,2011-10-03 21:23:19
196,7,2011-10-03 21:24:10
196,0,2011-10-04 09:22:29
196,3,2011-10-04 09:24:11
197,9,2011-10-03 21:31:43
197,6,2011-10-03 21:31:43
197,7,2011-10-04 07:09:31
197,0,2011-10-04 17:24:28
197,5,2011-10-04 17:30:06
197,3,2011-10-19 17:32:42
198,9,2011-10-03 21:33:35
198,6,2011-10-03 21:33:35
198,7,2011-10-04 07:06:54
198,0,2011-10-04 08:55:28
198,5,2011-10-04 08:57:22
198,3,2011-11-04 08:15:11
199,9,2011-10-03 21:47:56
199,6,2011-10-03 21:47:57
199,7,2011-10-04 07:06:34
199,4,2011-10-04 10:56:14
200,9,2011-10-03 23:35:22
200,6,2011-10-03 23:35:22
200,4,2011-10-04 07:07:35
201,9,2011-10-03 23:40:44
201,6,2011-10-03 23:40:44
201,7,2011-10-04 07:07:15
201,4,2011-10-04 11:38:11
202,9,2011-10-04 04:38:49
202,6,2011-10-04 04:38:54
202,7,2011-10-04 04:39:57
202,0,2011-10-05 16:23:12
202,5,2011-10-05 16:27:27
202,8,2011-10-14 07:42:29
202,2,2011-10-14 07:42:29
202,1,2011-10-14 07:42:29
203,9,2011-10-04 06:30:53
203,6,2011-10-04 06:30:55
203,7,2011-10-04 06:31:33
203,0,2011-10-04 10:49:28
203,5,2011-10-04 10:55:31
203,3,2011-11-04 08:15:15
204,9,2011-10-04 06:50:41
204,6,2011-10-04 06:50:42
204,7,2011-10-04 06:51:28
204,0,2011-10-04 15:43:35
204,5,2011-10-04 15:52:10
204,2,2011-10-11 08:13:32
204,1,2011-10-11 08:13:32
204,8,2011-10-11 08:13:32
205,9,2011-10-04 06:59:17
205,6,2011-10-04 06:59:17
205,4,2011-10-04 06:59:58
206,9,2011-10-04 07:15:32
206,6,2011-10-04 07:15:32
206,7,2011-10-04 07:18:25
206,4,2011-10-04 07:26:31
207,9,2011-10-04 07:31:17
207,6,2011-10-04 07:31:19
207,7,2011-10-04 07:32:09
207,0,2011-10-04 07:39:49
207,5,2011-10-04 07:40:04
207,1,2011-10-10 13:03:08
207,2,2011-10-10 13:03:08
207,8,2011-10-10 13:03:08
