caseid,task,user,end_timestamp
18,Take in charge ticket,Value 6,2010-12-30T06:50:44.000000
18,Wait,Value 6,2010-12-30T06:51:13.000000
18,Take in charge ticket,Value 6,2011-01-13T14:53:03.000000
18,Resolve ticket,Value 6,2011-01-13T14:55:17.000000
18,Closed,Value 5,2011-01-28T14:55:37.000000
19,Assign seriousness,Value 1,2012-02-10T12:44:10.000000
19,Take in charge ticket,Value 2,2012-02-10T13:48:04.000000
19,Resolve ticket,Value 2,2012-02-15T09:07:17.000000
19,Closed,Value 5,2012-03-14T12:50:15.000000
20,Assign seriousness,Value 8,2011-04-13T04:43:01.000000
20,Take in charge ticket,Value 8,2011-04-13T04:45:30.000000
20,Resolve ticket,Value 16,2011-04-13T11:57:33.000000
20,Closed,Value 5,2011-06-11T04:50:56.000000
21,Assign seriousness,Value 1,2012-09-07T09:24:46.000000
21,Take in charge ticket,Value 3,2012-09-10T06:51:17.000000
21,Wait,Value 4,2012-09-17T06:56:36.000000
21,Resolve ticket,Value 4,2012-10-02T04:03:02.000000
21,Resolve ticket,Value 4,2012-10-02T04:03:22.000000
21,Closed,Value 3,2012-10-17T04:03:17.000000
22,Assign seriousness,Value 14,2010-09-16T06:03:22.000000
22,Take in charge ticket,Value 14,2010-09-16T06:48:31.000000
22,Resolve ticket,Value 2,2010-09-21T05:24:19.000000
22,Closed,Value 5,2010-11-05T07:24:51.000000
23,Assign seriousness,Value 1,2013-02-14T13:35:55.000000
23,Take in charge ticket,Value 2,2013-03-04T06:12:43.000000
23,Wait,Value 1,2013-03-04T06:33:32.000000
23,Resolve ticket,Value 1,2013-03-04T08:43:19.000000
23,Closed,Value 3,2013-03-19T08:43:39.000000
24,Assign seriousness,Value 4,2012-01-30T07:09:29.000000
24,Take in charge ticket,Value 4,2012-01-30T07:09:57.000000
24,Resolve ticket,Value 2,2012-01-31T06:12:06.000000
24,Closed,Value 5,2012-03-16T07:12:11.000000
26,Assign seriousness,Value 6,2010-05-18T11:59:36.000000
26,Take in charge ticket,Value 2,2010-05-19T05:08:06.000000
26,Resolve ticket,Value 2,2010-05-20T07:17:39.000000
26,Closed,Value 5,2010-06-25T12:01:30.000000
27,Assign seriousness,Value 1,2012-01-05T14:55:40.000000
27,Assign seriousness,Value 1,2012-01-05T14:55:53.000000
27,Take in charge ticket,Value 2,2012-01-11T09:59:45.000000
27,Resolve ticket,Value 2,2012-01-12T08:39:39.000000
27,Closed,Value 5,2012-02-07T15:00:35.000000
28,Assign seriousness,Value 1,2013-03-12T07:39:30.000000
28,Resolve ticket,Value 2,2013-03-28T11:14:48.000000
28,Resolve ticket,Value 2,2013-03-28T11:14:48.000000
28,Closed,Value 3,2013-04-12T09:15:06.000000
29,Assign seriousness,Value 13,2011-07-14T04:22:19.000000
29,Assign seriousness,Value 15,2011-07-15T07:40:41.000000
29,Take in charge ticket,Value 15,2011-07-15T09:44:17.000000
29,Resolve ticket,Value 15,2011-07-18T05:33:09.000000
29,Closed,Value 5,2011-08-20T04:31:38.000000
33,Assign seriousness,Value 8,2010-12-28T06:31:42.000000
33,Take in charge ticket,Value 6,2011-01-14T08:45:45.000000
33,Resolve ticket,Value 6,2011-01-14T08:46:06.000000
33,Closed,Value 5,2011-01-29T08:46:26.000000
34,Assign seriousness,Value 1,2012-05-09T06:25:28.000000
34,Take in charge ticket,Value 10,2012-05-09T10:22:38.000000
34,Resolve ticket,Value 1,2012-05-09T10:40:52.000000
34,Closed,Value 5,2012-06-09T06:30:28.000000
35,Assign seriousness,Value 2,2010-06-07T04:30:54.000000
35,Assign seriousness,Value 2,2010-06-07T04:49:10.000000
35,Take in charge ticket,Value 15,2010-06-07T12:16:44.000000
35,Wait,Value 15,2010-06-08T07:37:29.000000
35,Take in charge ticket,Value 15,2010-06-09T04:18:05.000000
35,Create SW anomaly,Value 15,2010-06-09T04:18:28.000000
35,Resolve ticket,Value 15,2010-06-16T06:23:07.000000
35,Closed,Value 5,2010-07-16T06:23:33.000000
36,Assign seriousness,Value 2,2010-02-04T07:40:52.000000
36,Assign seriousness,Value 2,2010-02-04T07:41:05.000000
36,Take in charge ticket,Value 2,2010-02-04T07:41:23.000000
36,Create SW anomaly,Value 2,2010-02-04T07:41:33.000000
36,Resolve ticket,Value 2,2010-02-22T12:05:31.000000
36,Closed,Value 5,2010-03-09T12:05:44.000000
37,Assign seriousness,Value 8,2011-02-24T11:41:36.000000
37,Take in charge ticket,Value 8,2011-02-24T11:41:54.000000
37,Wait,Value 9,2011-03-07T14:53:23.000000
37,Take in charge ticket,Value 9,2011-03-25T07:53:46.000000
37,Resolve ticket,Value 9,2011-03-25T07:54:11.000000
37,Closed,Value 5,2011-04-15T11:50:58.000000
38,Assign seriousness,Value 1,2012-04-11T12:07:25.000000
38,Take in charge ticket,Value 1,2012-04-11T12:07:34.000000
38,Wait,Value 1,2012-04-17T09:29:31.000000
38,Resolve ticket,Value 1,2012-05-15T09:31:57.000000
38,Closed,Value 5,2012-06-01T12:20:26.000000
39,Assign seriousness,Value 1,2011-11-10T06:25:05.000000
39,Take in charge ticket,Value 2,2011-11-18T09:29:26.000000
39,Wait,Value 2,2011-11-23T14:07:21.000000
39,Resolve ticket,Value 2,2011-12-12T07:40:33.000000
39,Closed,Value 5,2011-12-29T09:10:47.000000
40,Assign seriousness,Value 1,2011-12-13T06:22:23.000000
40,Take in charge ticket,Value 4,2011-12-13T06:27:18.000000
40,Resolve ticket,Value 4,2011-12-13T09:50:30.000000
40,Closed,Value 5,2012-01-13T06:30:30.000000
41,Assign seriousness,Value 9,2010-12-20T11:19:58.000000
41,Assign seriousness,Value 2,2010-12-20T14:42:41.000000
41,Take in charge ticket,Value 2,2010-12-20T14:42:50.000000
41,Wait,Value 9,2010-12-21T06:59:57.000000
41,Take in charge ticket,Value 2,2010-12-22T14:57:41.000000
41,Resolve ticket,Value 2,2010-12-22T14:58:03.000000
41,Closed,Value 5,2011-01-21T14:58:17.000000
42,Assign seriousness,Value 1,2012-05-29T12:38:19.000000
42,Take in charge ticket,Value 1,2012-05-29T12:38:27.000000
42,Wait,Value 1,2012-05-30T11:35:37.000000
42,Take in charge ticket,Value 1,2012-05-30T12:32:51.000000
42,Resolve ticket,Value 1,2012-06-01T09:40:27.000000
42,Closed,Value 5,2012-06-30T04:41:01.000000
45,Assign seriousness,Value 1,2012-06-28T07:14:33.000000
45,Take in charge ticket,Value 4,2012-06-28T07:55:42.000000
45,Resolve ticket,Value 4,2012-06-29T11:35:15.000000
45,Closed,Value 5,2012-07-31T07:20:39.000000
46,Assign seriousness,Value 8,2011-01-27T06:34:59.000000
46,Take in charge ticket,Value 17,2011-01-27T07:32:40.000000
46,Resolve ticket,Value 17,2011-01-27T07:34:24.000000
46,Closed,Value 5,2011-03-05T06:42:36.000000
47,Assign seriousness,Value 1,2012-02-20T06:07:43.000000
47,Take in charge ticket,Value 1,2012-02-20T06:07:57.000000
47,Resolve ticket,Value 1,2012-02-21T14:35:15.000000
47,Closed,Value 5,2012-04-04T04:10:38.000000
48,Assign seriousness,Value 1,2012-05-02T07:44:47.000000
48,Take in charge ticket,Value 1,2012-05-02T07:44:54.000000
48,Resolve ticket,Value 1,2012-05-08T05:37:30.000000
48,Closed,Value 5,2012-06-09T07:50:29.000000
49,Assign seriousness,Value 1,2012-05-23T05:22:52.000000
49,Take in charge ticket,Value 9,2012-05-23T07:07:38.000000
49,Resolve ticket,Value 9,2012-05-23T11:24:29.000000
49,Closed,Value 5,2012-06-23T05:30:21.000000
50,Assign seriousness,Value 4,2012-11-15T06:29:06.000000
50,Take in charge ticket,Value 2,2012-11-19T13:26:43.000000
50,Wait,Value 2,2012-11-22T14:04:35.000000
50,Resolve ticket,Value 2,2012-12-17T07:28:26.000000
50,Closed,Value 3,2013-01-01T07:28:46.000000
51,Assign seriousness,Value 2,2010-05-13T11:45:13.000000
51,Take in charge ticket,Value 16,2010-05-17T13:21:00.000000
51,Resolve ticket,Value 16,2010-05-17T14:10:24.000000
51,Take in charge ticket,Value 16,2010-05-18T05:21:15.000000
51,Wait,Value 16,2010-05-18T05:44:56.000000
51,Take in charge ticket,Value 16,2010-05-18T06:26:17.000000
51,Resolve ticket,Value 16,2010-05-18T06:28:09.000000
51,Closed,Value 5,2010-06-26T11:50:32.000000
53,Assign seriousness,Value 1,2012-04-02T05:42:04.000000
53,Take in charge ticket,Value 1,2012-04-02T05:42:15.000000
53,Resolve ticket,Value 1,2012-04-02T07:12:04.000000
53,Closed,Value 5,2012-05-18T05:52:05.000000
54,Assign seriousness,Value 13,2011-07-14T07:17:31.000000
54,Assign seriousness,Value 13,2011-07-15T04:34:30.000000
54,Take in charge ticket,Value 7,2011-07-15T06:49:56.000000
54,Wait,Value 7,2011-07-15T06:51:05.000000
54,Resolve ticket,Value 2,2011-07-15T10:18:05.000000
54,Closed,Value 5,2011-08-27T07:20:45.000000
55,Assign seriousness,Value 9,2010-12-13T08:53:33.000000
55,Take in charge ticket,Value 9,2010-12-13T08:53:45.000000
55,Wait,Value 9,2010-12-13T08:54:14.000000
55,Take in charge ticket,Value 9,2010-12-30T06:41:02.000000
55,Resolve ticket,Value 9,2010-12-30T06:41:14.000000
55,Closed,Value 5,2011-01-19T06:50:44.000000
57,Assign seriousness,Value 1,2012-11-20T07:00:13.000000
57,Take in charge ticket,Value 2,2012-11-26T14:42:13.000000
57,Wait,Value 2,2012-11-30T07:01:21.000000
57,Resolve ticket,Value 2,2012-12-07T14:04:16.000000
57,Closed,Value 3,2012-12-22T14:04:35.000000
59,Assign seriousness,Value 9,2010-12-27T06:06:01.000000
59,Take in charge ticket,Value 2,2010-12-27T12:46:09.000000
59,Resolve ticket,Value 2,2011-01-18T09:26:09.000000
59,Closed,Value 5,2011-02-02T09:26:23.000000
60,Assign seriousness,Value 8,2011-02-03T12:26:08.000000
60,Take in charge ticket,Value 8,2011-02-03T14:19:25.000000
60,Resolve ticket,Value 8,2011-02-03T14:20:49.000000
60,Closed,Value 5,2011-04-03T10:30:41.000000
61,Assign seriousness,Value 8,2011-06-30T11:53:16.000000
61,Assign seriousness,Value 8,2011-06-30T11:53:32.000000
61,Take in charge ticket,Value 9,2011-07-05T11:22:24.000000
61,Wait,Value 9,2011-07-05T11:26:48.000000
61,Resolve ticket,Value 9,2011-07-20T10:19:43.000000
61,Closed,Value 5,2011-08-04T10:20:00.000000
62,Assign seriousness,Value 4,2013-02-07T11:32:19.000000
62,Take in charge ticket,Value 2,2013-02-07T11:32:43.000000
62,Wait,Value 2,2013-02-15T09:48:40.000000
62,Resolve ticket,Value 4,2013-03-01T11:51:27.000000
62,Closed,Value 3,2013-03-16T11:51:45.000000
64,Assign seriousness,Value 1,2012-06-06T09:08:26.000000
64,Take in charge ticket,Value 1,2012-06-06T09:08:43.000000
64,Resolve ticket,Value 1,2012-06-06T12:16:31.000000
64,Closed,Value 5,2012-07-07T09:10:46.000000
66,Assign seriousness,Value 1,2012-06-28T09:24:41.000000
66,Take in charge ticket,Value 1,2012-06-28T09:25:05.000000
66,Wait,Value 1,2012-07-13T10:26:12.000000
66,Resolve ticket,Value 1,2012-07-18T12:43:16.000000
66,Closed,Value 5,2012-08-02T12:43:35.000000
68,Assign seriousness,Value 1,2013-02-15T11:12:20.000000
68,Resolve ticket,Value 1,2013-03-05T06:06:13.000000
68,Closed,Value 3,2013-03-20T06:06:31.000000
69,Assign seriousness,Value 13,2011-09-02T10:25:55.000000
69,Take in charge ticket,Value 13,2011-09-14T10:30:44.000000
69,Resolve ticket,Value 13,2011-09-19T10:56:27.000000
69,Closed,Value 5,2011-10-04T10:56:37.000000
70,Assign seriousness,Value 8,2011-06-21T05:55:05.000000
70,Assign seriousness,Value 8,2011-06-21T05:55:21.000000
70,Take in charge ticket,Value 13,2011-06-27T06:24:28.000000
70,Wait,Value 13,2011-07-20T10:14:44.000000
70,Resolve ticket,Value 13,2011-07-28T06:26:55.000000
70,Closed,Value 5,2011-08-12T06:27:14.000000
71,Take in charge ticket,Value 1,2012-01-11T14:46:12.000000
71,Wait,Value 1,2012-01-12T11:49:28.000000
71,Resolve ticket,Value 1,2012-02-07T13:06:45.000000
71,Closed,Value 5,2012-03-09T07:11:08.000000
72,Assign seriousness,Value 1,2012-07-11T11:48:16.000000
72,Take in charge ticket,Value 1,2012-07-11T11:48:28.000000
72,Resolve ticket,Value 1,2012-07-11T12:24:11.000000
72,Closed,Value 5,2012-09-02T11:50:27.000000
73,Assign seriousness,Value 4,2012-05-21T12:39:11.000000
73,Take in charge ticket,Value 1,2012-05-22T04:34:16.000000
73,Resolve ticket,Value 1,2012-05-29T04:08:42.000000
73,Closed,Value 5,2012-07-13T12:41:15.000000
74,Assign seriousness,Value 13,2011-08-22T11:39:21.000000
74,Resolve ticket,Value 9,2011-08-25T09:58:59.000000
74,Closed,Value 5,2011-09-22T11:40:15.000000
77,Assign seriousness,Value 1,2012-05-15T05:49:37.000000
77,Take in charge ticket,Value 9,2012-05-18T09:33:18.000000
77,Resolve ticket,Value 9,2012-05-21T10:18:53.000000
77,Closed,Value 5,2012-07-07T05:50:39.000000
78,Assign seriousness,Value 8,2011-06-21T11:09:39.000000
78,Take in charge ticket,Value 8,2011-06-21T11:10:08.000000
78,Resolve ticket,Value 8,2011-06-21T11:10:56.000000
78,Closed,Value 5,2011-07-24T11:11:08.000000
79,Assign seriousness,Value 18,2013-10-30T11:25:20.000000
79,Take in charge ticket,Value 2,2013-10-31T12:48:10.000000
79,Wait,Value 2,2013-11-15T06:31:41.000000
79,Resolve ticket,Value 2,2013-11-18T06:20:45.000000
79,Closed,Value 3,2013-12-03T06:20:56.000000
80,Assign seriousness,Value 1,2012-11-23T06:40:05.000000
80,Take in charge ticket,Value 2,2012-11-27T10:09:04.000000
80,Resolve ticket,Value 16,2012-11-27T10:16:27.000000
80,Take in charge ticket,Value 16,2012-11-30T12:58:54.000000
80,Wait,Value 16,2012-12-05T07:59:17.000000
80,Resolve ticket,Value 16,2012-12-13T15:39:38.000000
80,Closed,Value 3,2012-12-28T15:39:52.000000
81,Assign seriousness,Value 8,2011-05-18T06:38:14.000000
81,Take in charge ticket,Value 8,2011-05-18T06:38:35.000000
81,Resolve ticket,Value 13,2011-05-23T07:35:13.000000
81,Closed,Value 5,2011-07-01T06:40:32.000000
82,Assign seriousness,Value 1,2012-07-17T07:43:08.000000
82,Assign seriousness,Value 13,2012-07-18T11:58:04.000000
82,Take in charge ticket,Value 13,2012-07-18T11:58:17.000000
82,Resolve ticket,Value 1,2012-07-20T10:17:21.000000
82,Closed,Value 5,2012-09-01T07:50:21.000000
83,Assign seriousness,Value 1,2011-12-30T06:47:19.000000
83,Take in charge ticket,Value 9,2012-01-02T06:40:49.000000
83,Resolve ticket,Value 9,2012-01-02T07:45:20.000000
83,Closed,Value 5,2012-02-08T06:50:32.000000
84,Assign seriousness,Value 1,2011-10-28T07:45:32.000000
84,Take in charge ticket,Value 13,2011-11-02T14:41:16.000000
84,Wait,Value 13,2011-11-10T12:21:37.000000
84,Resolve ticket,Value 13,2011-11-17T11:49:37.000000
84,Closed,Value 5,2011-12-07T09:10:25.000000
85,Assign seriousness,Value 13,2012-08-07T07:01:46.000000
85,Take in charge ticket,Value 3,2012-08-23T04:05:34.000000
85,Resolve ticket,Value 2,2012-09-05T05:54:11.000000
85,Closed,Value 3,2012-09-20T05:54:27.000000
86,Assign seriousness,Value 13,2012-04-24T12:48:55.000000
86,Take in charge ticket,Value 1,2012-04-30T11:02:06.000000
86,Wait,Value 1,2012-05-08T06:17:42.000000
86,Resolve ticket,Value 1,2012-05-15T09:31:15.000000
86,Closed,Value 5,2012-06-14T09:31:39.000000
87,Assign seriousness,Value 14,2010-09-01T12:21:14.000000
87,Assign seriousness,Value 2,2010-09-02T04:28:41.000000
87,Take in charge ticket,Value 2,2010-09-09T07:02:08.000000
87,Resolve ticket,Value 2,2010-09-09T07:18:11.000000
87,Closed,Value 5,2010-10-30T12:31:26.000000
89,Assign seriousness,Value 18,2013-10-23T04:07:54.000000
89,Take in charge ticket,Value 2,2013-10-23T04:42:54.000000
89,Wait,Value 2,2013-10-23T05:21:51.000000
89,Wait,Value 2,2013-10-23T05:21:51.000000
89,Resolve ticket,Value 2,2013-11-18T13:53:04.000000
89,Closed,Value 3,2013-12-03T13:53:16.000000
90,Assign seriousness,Value 13,2011-01-12T09:28:16.000000
90,Take in charge ticket,Value 12,2011-01-24T07:21:26.000000
90,Resolve ticket,Value 12,2011-01-26T06:12:39.000000
90,Closed,Value 5,2011-02-25T06:13:02.000000
91,Insert ticket,Value 11,2010-06-09T07:33:30.000000
91,Assign seriousness,Value 11,2010-06-09T07:33:39.000000
91,Take in charge ticket,Value 11,2010-06-09T07:34:14.000000
91,Wait,Value 11,2010-06-09T07:50:30.000000
91,Take in charge ticket,Value 11,2010-06-30T12:52:44.000000
91,Resolve ticket,Value 11,2010-06-30T12:54:13.000000
91,Closed,Value 5,2010-07-15T12:54:29.000000
92,Assign seriousness,Value 1,2011-11-14T08:15:37.000000
92,Take in charge ticket,Value 9,2011-11-16T14:08:22.000000
92,Wait,Value 9,2011-11-17T06:31:09.000000
92,Resolve ticket,Value 9,2011-11-22T14:37:07.000000
92,Closed,Value 5,2011-12-28T07:20:21.000000
93,Assign seriousness,Value 13,2011-08-22T06:38:09.000000
93,Take in charge ticket,Value 13,2011-08-29T05:23:11.000000
93,Resolve ticket,Value 13,2011-09-19T10:03:33.000000
93,Closed,Value 5,2011-10-19T10:03:55.000000
94,Assign seriousness,Value 9,2012-02-28T14:02:22.000000
94,Assign seriousness,Value 9,2012-02-28T14:02:42.000000
94,Take in charge ticket,Value 11,2012-02-28T14:55:56.000000
94,Resolve ticket,Value 11,2012-02-28T14:56:41.000000
94,Closed,Value 5,2012-03-30T12:10:24.000000
95,Assign seriousness,Value 2,2012-04-24T05:13:17.000000
95,Take in charge ticket,Value 4,2012-05-23T12:46:12.000000
95,Resolve ticket,Value 4,2012-05-30T04:20:16.000000
95,Closed,Value 5,2012-06-14T04:20:36.000000
96,Assign seriousness,Value 12,2010-09-30T06:29:04.000000
96,Take in charge ticket,Value 12,2010-10-04T05:40:12.000000
96,Schedule intervention,Value 12,2010-10-04T05:41:36.000000
96,Take in charge ticket,Value 2,2010-10-05T04:33:37.000000
96,Wait,Value 2,2010-10-05T04:34:10.000000
96,Take in charge ticket,Value 2,2010-10-05T04:34:51.000000
96,Resolve ticket,Value 2,2010-10-05T04:34:59.000000
96,Closed,Value 5,2010-11-18T07:20:48.000000
97,Assign seriousness,Value 1,2012-07-24T04:42:04.000000
97,Take in charge ticket,Value 1,2012-07-24T04:43:06.000000
97,Resolve ticket,Value 1,2012-07-30T06:52:47.000000
97,Closed,Value 5,2012-09-08T04:51:51.000000
98,Assign seriousness,Value 13,2013-01-28T09:21:15.000000
98,Take in charge ticket,Value 2,2013-01-28T13:44:24.000000
98,Wait,Value 1,2013-01-29T13:31:26.000000
98,Resolve ticket,Value 1,2013-01-30T12:02:01.000000
98,Take in charge ticket,Value 4,2013-02-13T08:47:06.000000
98,Resolve ticket,Value 4,2013-02-13T09:23:44.000000
98,Closed,Value 3,2013-02-28T09:24:00.000000
100,Assign seriousness,Value 8,2011-03-10T12:37:52.000000
100,Take in charge ticket,Value 8,2011-03-10T12:38:31.000000
100,Wait,Value 2,2011-03-10T12:44:28.000000
100,Take in charge ticket,Value 2,2011-03-30T07:26:44.000000
100,Resolve ticket,Value 2,2011-03-30T07:26:55.000000
100,Closed,Value 5,2011-04-29T07:27:10.000000
101,Assign seriousness,Value 14,2010-09-24T12:35:31.000000
101,Take in charge ticket,Value 9,2010-09-27T06:11:48.000000
101,Wait,Value 9,2010-09-28T05:31:41.000000
101,Take in charge ticket,Value 9,2010-11-08T07:33:36.000000
101,Resolve ticket,Value 9,2010-11-08T07:33:57.000000
101,Closed,Value 5,2010-11-23T07:34:09.000000
104,Assign seriousness,Value 1,2012-07-12T10:22:39.000000
104,Resolve ticket,Value 1,2012-07-12T10:58:17.000000
104,Closed,Value 5,2012-09-03T10:30:39.000000
105,Assign seriousness,Value 2,2012-01-13T14:27:38.000000
105,Resolve ticket,Value 2,2012-01-13T14:34:53.000000
105,Closed,Value 5,2012-02-17T14:30:54.000000
106,Assign seriousness,Value 4,2012-06-13T04:45:34.000000
106,Take in charge ticket,Value 13,2012-06-13T07:27:30.000000
106,Resolve ticket,Value 13,2012-06-18T11:50:52.000000
106,Closed,Value 5,2012-07-27T04:50:32.000000
107,Assign seriousness,Value 1,2011-09-26T12:01:58.000000
107,Assign seriousness,Value 2,2011-09-28T12:28:26.000000
107,Resolve ticket,Value 2,2011-09-28T12:28:35.000000
107,Closed,Value 5,2011-11-11T14:12:58.000000
109,Assign seriousness,Value 2,2010-04-08T10:02:28.000000
109,Take in charge ticket,Value 2,2010-04-08T10:02:52.000000
109,Create SW anomaly,Value 2,2010-04-09T06:34:14.000000
109,Resolve ticket,Value 2,2010-05-03T12:25:42.000000
109,Take in charge ticket,Value 6,2010-05-06T04:41:12.000000
109,Resolve ticket,Value 12,2010-05-06T10:36:31.000000
109,Closed,Value 5,2010-05-21T10:36:47.000000
110,Assign seriousness,Value 6,2011-07-08T10:48:51.000000
110,Assign seriousness,Value 2,2011-07-13T13:01:04.000000
110,Take in charge ticket,Value 13,2011-07-13T13:01:28.000000
110,Resolve ticket,Value 13,2011-07-21T12:51:24.000000
110,Closed,Value 5,2011-08-10T10:50:19.000000
111,Assign seriousness,Value 14,2010-06-23T12:01:22.000000
111,Take in charge ticket,Value 16,2010-06-28T08:07:41.000000
111,Resolve ticket,Value 16,2010-06-28T08:08:00.000000
111,Closed,Value 5,2010-08-06T12:11:06.000000
112,Assign seriousness,Value 4,2011-12-21T13:24:41.000000
112,Take in charge ticket,Value 4,2011-12-21T13:25:34.000000
112,Resolve ticket,Value 4,2011-12-22T07:55:43.000000
112,Closed,Value 5,2012-01-21T13:30:31.000000
113,Assign seriousness,Value 8,2010-12-16T07:33:24.000000
113,Take in charge ticket,Value 6,2010-12-16T07:40:25.000000
113,Resolve ticket,Value 17,2010-12-16T13:52:50.000000
113,Closed,Value 5,2011-02-13T07:40:36.000000
114,Assign seriousness,Value 2,2010-10-22T09:35:14.000000
114,Take in charge ticket,Value 2,2010-10-22T09:40:36.000000
114,Wait,Value 2,2010-10-26T07:16:18.000000
114,Take in charge ticket,Value 2,2010-11-05T12:10:58.000000
114,Resolve ticket,Value 2,2010-11-05T12:11:21.000000
114,Closed,Value 5,2010-12-04T13:41:48.000000
115,Assign seriousness,Value 4,2012-08-02T06:12:34.000000
115,Take in charge ticket,Value 4,2012-08-02T06:14:39.000000
115,Resolve ticket,Value 4,2012-08-10T11:50:38.000000
115,Closed,Value 5,2012-09-09T11:51:02.000000
116,Assign seriousness,Value 1,2012-07-31T10:05:19.000000
116,Take in charge ticket,Value 1,2012-07-31T12:14:45.000000
116,Resolve ticket,Value 4,2012-08-07T07:53:38.000000
116,Resolve ticket,Value 4,2012-08-07T07:53:39.000000
116,Closed,Value 5,2012-09-07T10:11:10.000000
117,Assign seriousness,Value 1,2012-07-26T07:09:20.000000
117,Take in charge ticket,Value 6,2012-07-26T07:22:56.000000
117,Resolve ticket,Value 6,2012-07-27T05:54:16.000000
117,Closed,Value 5,2012-09-08T07:10:41.000000
118,Assign seriousness,Value 1,2012-12-14T13:08:04.000000
118,Take in charge ticket,Value 2,2013-01-02T07:05:43.000000
118,Resolve ticket,Value 4,2013-01-23T07:39:01.000000
118,Closed,Value 3,2013-02-07T07:39:18.000000
119,Assign seriousness,Value 4,2011-10-18T09:06:24.000000
119,Assign seriousness,Value 6,2011-10-18T10:17:30.000000
119,Assign seriousness,Value 6,2011-10-18T10:17:31.000000
119,Take in charge ticket,Value 9,2011-10-20T04:45:22.000000
