prediction,truth,similarity
[],"[10, 8, 10, 8, 10, 8, 10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.0
[8],"[8, 10, 8, 10, 8, 10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.052631578947368474
"[10, 8, 8]","[10, 8, 10, 8, 10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.16666666666666663
[8],"[8, 10, 8, 10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.05882352941176472
[],"[10, 8, 10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.0
[8],"[8, 10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.06666666666666665
[8],"[10, 8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.0714285714285714
[8],"[8, 10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.07692307692307687
"[10, 8, 8]","[10, 15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.16666666666666663
"[8, 10, 8, 8]","[15, 8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.09090909090909094
"[8, 16, 14, 16, 14]","[8, 16, 14, 16, 18, 14, 19, 17, 19, 17]",0.5
"[16, 14, 16, 14]","[16, 14, 16, 18, 14, 19, 17, 19, 17]",0.4444444444444444
"[14, 16, 14]","[14, 16, 18, 14, 19, 17, 19, 17]",0.375
"[16, 14]","[16, 18, 14, 19, 17, 19, 17]",0.2857142857142857
"[18, 14, 19, 17]","[18, 14, 19, 17, 19, 17]",0.6666666666666667
"[14, 19, 17]","[14, 19, 17, 19, 17]",0.6
"[19, 17]","[19, 17, 19, 17]",0.5
"[17, 19, 17]","[17, 19, 17]",1.0
[],"[19, 17]",0.0
[17],[17],1.0
[],[],1.0
"[4, 2]","[4, 2, 4, 2, 4, 2]",0.33333333333333337
[2],"[2, 4, 2, 4, 2]",0.19999999999999996
[],"[4, 2, 4, 2]",0.0
[2],"[2, 4, 2]",0.33333333333333337
[],"[4, 2]",0.0
[2],[2],1.0
[],[],1.0
"[4, 2]","[4, 2]",1.0
[2],[2],1.0
[],[],1.0
"[4, 2]","[4, 2]",1.0
[2],[2],1.0
[],[],1.0
"[10, 8]","[10, 8, 10, 8]",0.5
[8],"[8, 10, 8]",0.33333333333333337
[],"[10, 8]",0.0
[8],[8],1.0
[],[],1.0
"[10, 8]","[10, 15, 8, 16, 14, 16, 18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.09999999999999998
[8],"[15, 8, 16, 14, 16, 18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.052631578947368474
"[8, 16, 14, 16, 14]","[8, 16, 14, 16, 18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.2777777777777778
"[16, 14, 16, 14]","[16, 14, 16, 18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.23529411764705888
[14],"[14, 16, 18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.0625
[],"[16, 18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.0
"[18, 14, 19, 17]","[18, 14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.2857142857142857
"[14, 19, 17]","[14, 19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.23076923076923073
"[19, 17]","[19, 12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.16666666666666663
[17],"[12, 17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.09090909090909094
"[17, 13, 11, 13, 11, 13, 18, 11, 19, 17]","[17, 13, 11, 13, 18, 11, 19, 17, 19, 17]",0.6
"[13, 11, 13, 18, 11, 19, 17]","[13, 11, 13, 18, 11, 19, 17, 19, 17]",0.7777777777777778
"[11, 13, 18, 11, 19, 17]","[11, 13, 18, 11, 19, 17, 19, 17]",0.75
"[13, 18, 11, 19, 17]","[13, 18, 11, 19, 17, 19, 17]",0.7142857142857143
"[11, 13, 18, 11, 19, 17]","[18, 11, 19, 17, 19, 17]",0.33333333333333337
"[11, 19, 17]","[11, 19, 17, 19, 17]",0.6
"[19, 17]","[19, 17, 19, 17]",0.5
[17],"[17, 19, 17]",0.33333333333333337
[],"[19, 17]",0.0
[17],[17],1.0
[],[],1.0
"[4, 2]","[4, 2]",1.0
[2],[2],1.0
[],[],1.0
"[10, 8]","[10, 15, 8, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 14]",0.11111111111111116
[8],"[15, 8, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 14]",0.05882352941176472
"[8, 16, 14, 16, 14]","[8, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 14]",0.3125
"[16, 14, 16, 14]","[16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 14]",0.2666666666666667
[14],"[14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 16, 14, 14]",0.0714285714285714
